title,author,date,supervisor,faculty,abstract,keywords
"Risicomanagement bij de gemeente Maassluis, Schiedam en Vlaardingen","Inanbil, E. (Ebru)",2012-09-21,"['Klaassen Dr. H.L. (Henk)', 'Beukenholdt Dr. M.A. (Tilly)']",Erasmus School of Social and Behavioural Sciences,,"['risicomanagement', 'risicomanagementproces']"
Vrijwilligers gezocht (m/v),"Vegter, G.",2012-09-20,['dr. P. Wiepking'],Erasmus School of Social and Behavioural Sciences,,"['geslacht', 'vrijwilligers', 'vrijwilligerswerk', 'filantropie', 'prosociaal gedrag']"
Zelforganiserende bureaucratieën,"Rijshouwer, E.",2012-09-20,['Justus Uitermark'],Erasmus School of Social and Behavioural Sciences,,"['zelforganisatie', 'netwerken', 'Wikipedia', 'open source software', 'Anonymous', 'organisatiesociologie']"
Een onderzoek naar de invloed van medewerkers- en organisatiekenmerken op het borgen van veranderingen,"Hoijtink, K. (Koen)",2012-09-19,"['Edelenbos Prof.dr. J. (Jurian)', 'Buuren Dr. M.W. van (Arwin)']",Erasmus School of Social and Behavioural Sciences,,"['publieke partijen', 'private partijen', 'betrokkenheid', 'verantwoordelijkheid', 'publiek-private samenwerking', 'PPS', 'potentiële meerwaarde', 'gerealiseerde meerwaarde']"
Gentrification revised,"Pikoleit, J.",2012-09-18,['Erik Snel'],Erasmus School of Social and Behavioural Sciences,"The aim is to give answer to the question of whom the gentrifier of Dutch cities of today is and whether the cultural capital (education) or life-cycle aspects (age, household composition) do influence the choice of people to move to gentrified neighbourhoods. The results are two-folded. On the one hand, the classical group of gentrifier is found. On the other hand, also other groups with different characteristics are encountered. The analyses showed that households with children are also playing a role, as do young and older single-person households. The results are not generally applicable, due to the techniques used. However, they give reason for further research on the subject. Terms such as ‘yuppification’, young urban professional parents (Criekingen and Decroly, 2003:2452, Karsten 2003), appear to be of greater relevance than so far assumed. The definition of gentrifiers changes. In other
words, it stretches along the edges of the classical definition.","['gentrification', 'Chaid', 'Logistic regression']"
"Towards separate waste collection in Bucharest, Romania.  A social acceptability approach","Brailescu, C.E.",2012-09-12,['Huysman M.'],Institute for Housing and Urban Development Studies,"This research is meant to make waste managers aware of the fact that social acceptability is part of an Integrated and Sustainable Waste Management system and to offer them a method of work when addressing it. Its special focus is on Bucharest city, the capital of Romania, a city of over 2 million inhabitants, beginning now to deal with environmental problems in a sustainable way, but still struggling to do it in a proper manner. The Romanian legislation in the waste management field has been developed mainly in the last 10 years, according to the European Union one, and it imposes new and very demanding responsibilities for local authorities. For Bucharest, this means that a separate waste collection has to be developed and high targets have already been established. While addressing social acceptability of waste management schemes it has been noticed that if a scheme is developed on the basis of current needs and characteristics of a community and it is also supported and used by that community this leads to certain behaviour, affecting the efficiency of the scheme. Therefore, a scheme should be developed only by taking into account which are the factors that influence waste behaviour and also by considering the characteristics of the targeted population (which is actually one of the influencing factors). Consequently, waste behaviour is a key aspect of social acceptability and in this research social acceptability is looked at only from the behaviour point of view. Waste behaviour being the central element in influencing recycling, participation, contamination and illegal dumping rates in a waste collection scheme, it has been taken into consideration as the main important aspect to be targeted by waste managers in boosting separate waste collection results. As a result, waste behaviour determinants have been analysed, by developing a new integrative framework and using it within study-cases in the Netherlands (Rotterdam) and in Hungary (Budapest). Further, it was used for the assessment of the current situation in Romania in the waste management field, paying special attention to Bucharest city in this respect. As a result of literature and practice, waste behaviour determinants can be divided into situational (related to the system characteristics) and personal (related to the residents characteristics). The situational determinants include: facilities, economic instruments, communication and institutional arrangements. Personal factors category includes environmental concern; perceptions, awareness and knowledge; and household socioeconomic status and dwelling factors. However, the general conclusion is that there is no such thing as one best solution for organising a waste collection system, and a different mix of instruments and arrangements can lead to a new type of scheme. From the point of view of social acceptability, the overall recommendation for Bucharest is that the system should offer convenient facilities, easy to use, supported by appropriate economic instruments and promoted by good communication campaigns. Furthermore, considering the size of Bucharest and the complexity of its residential, economical, functional characteristics, along with the diversity in social characteristics, local authorities in Bucharest should consider different solutions for different neighbourhoods with homogenous characteristics.","['waste management', 'sustainability']"
Schaken in Spaghetti,"Meijeren, P.J. van (Job)",2012-09-07,"['Buuren Dr. M.W. van (Arwin)', 'Eshuis Dr.ir. J. (Jasper)']",Erasmus School of Social and Behavioural Sciences,Deze scriptie onderzoekt hoe er een balans gevonden kan worden tussen daadkracht en legitimiteit in de regionale samenwerking tussen gemeenten in de Metropoolregio Amsterdam. Die balans kan worden gevonden in draagkrachtigheid door Metropolitaans Staatsmanschap.,"['daadkracht', 'legitimiteit', 'Metropoolregio Amsterdam', 'draagkrachtigheid', 'gemeentelijke samenwerking']"
The Story behind the Hu-Line,"Zhang, Z. (Zhaonan)",2012-09-01,['Wall R. (Ronald)'],Institute for Housing and Urban Development Studies,"In China, cities in the eastern coastal area are performing better than those in the rest according to the Chinese “Annual Report on Urban Competitiveness 2011”. The main objective of this thesis is to identify the specific location factors attracting foreign investments in the coastal and inland areas of China. In order to achieve this aim, FDI networks need to be established between Chinese and foreign cities aiming to seek powerful FDI receivers. More FDI relations would point to an existing attractive quality, or location factor, for investors. Thus, after ensure the relations between FDI and location factors, the determinant factors can be identified.","['FDI', 'China', 'cities', 'competitiveness']"
Assessment of policy instruments applied in the buildings sector in the Netherlands to improve energy savings and reduce GHG emissions,"Harake, D. (Dani)",2012-09-01,['Wal H. van der (Harmen)'],Institute for Housing and Urban Development Studies,"The concept of a green economy has gained a lot of attention in recent years as the world has been searching for solutions to numerous global challenges. The Green Economy aims at an “improved human well-being and social equity, while significantly reducing environmental risks and ecological scarcities” (UNEP 2010). A green economy values environmental assets by placing regulations and policies that act as market incentives, adjusting the environmental losses and ensuring a sustainable development.","['buildings sector', 'sustainability', 'energy savings', 'GHG emissions', 'Netherlands']"
Financial Sustainability of Kiosk Water Supply,"Kambole, S.M. (Sankwe)",2012-09-01,['Brilhante O. (Ogenis)'],Institute for Housing and Urban Development Studies,"This thesis presents the research study findings on financial sustainability of water kiosk system in Kanyama Township, a peri-urban area within the City of Lusaka in Zambia. Kanyama Township is a heterogeneous mix of planned and unplanned housing developments and lacks adequate drinking water supply. Therefore, as a way of increasing access to drinking water supply, the government has constructed 18 water kiosks in the township. The construction was financed by the Devolution Trust Fund (DTF), a multi-donor basket fund established by the government for the purposes of financing improved access to water supply and sanitation services in low-income urban and peri-urban areas but wholly supported by cooperating partners.","['water supply', 'financial sustainability', 'Lusaka (Zambia)']"
Journalistiek en het WWW,"Hooven, B. van den",2012-08-31,['Slot'],"Erasmus School of History, Culture and Communication","Due to the growing influence of the Internet, the traditional field of journalism has been altered in many ways. An important development is the rise of ‘citizen journalism’, referring to the contributions of citizens in the publication of news. In this master’s thesis, the ways in which the Internet is used in professional journalism are compared to the ways in which citizen journalists use the Internet. Motives for Internet usage by both sectors were also taken into account. Based on the dichotomy of interpreting communication as means for ‘transmission’ or as ‘ritual’, stemming from the field of Communication Studies, the concept of Internet usage was operationalized by analysing whether the Internet was used for ‘references’ or for ‘sending information’ (communication in the sense of ‘transmission’) versus using the Internet as a means for ‘collaboration’ (communication in the sense of ‘ritual’). In an empirical study, five professional journalists and five citizen journalists were interviewed about their Internet usage. Discourse analysis of the interviews resulted in several discourses concerning journalism on the Internet. A comparative analysis of Internet usage by professional journalists and by citizen journalists showed that the ‘transmission’ internet profile and the ‘ritual’ internet profile exist among journalists and that both profiles occur randomly in professional and citizen journalism. Professional journalists use the Internet mainly for its effectiveness concerning information gathering, whereas citizen journalists have more specified, individual motives for Internet use, such as the need to express opinions or to find a stage for their ideas.","['media en journalistiek', 'U&G', '', 'communication', 'motives', 'citizen journalism', 'professional journalism', 'Internet usage']"
"'Arabische First Ladies, een antoriëntalistisch offensief?'","Ruijter, de H.M.W.",2012-08-31,['Kester'],"Erasmus School of History, Culture and Communication","The differences and parallels between ‘the Orient’ and the ‘Occident’ have long been a
subject of importance in academic research. This study explores these contradictions from a
less obvious point of view than does most research on orientalism. Here the paradox that
seems to exist between the orientalistic view on Arab Women, depicted by Western media
and the contradicting Western image that some Arabic First Ladies demonstrate, is
investigated. With the use of the image that Arab First Ladies Queen Rania of Jordan, First
Lady Wafaa Sleiman of Lebanon and Sheikha Moza of Qatar display, at their respective
websites, the research investigates if this imaging can be regarded as Public diplomacy.
Building upon theories regarding representation and orientalism, and making use of several
different qualitative and quantitative research methods, the difference in representation of
‘normal’ Arab women and the Arab First Ladies is discovered. After that, based on theories
on soft power and public diplomacy, was determined if this self representation of Arab First
Ladies can be regarded as Public diplomacy. This study showed that the imaging depicted by
Arab First Ladies does not match the imaging of Arab women by Western media. Also the
First Ladies where connected to so called Western ‘themes’ like education and emancipation
a lot on their websites. The study also found that this self representation of Arab First Ladies
is a form of Public diplomacy and that they are depicting an anti orientalistic conduct.","['media en journalistiek', 'Orientalism', 'Internet', 'Media representation', '', 'Media representation', '', 'Arab First Ladies', 'Public diplomacy']"
"""Marie wordt wijzer"" met Libelle en Margriet?","Blazer, S.J.C.",2012-08-31,['Kuppens'],"Erasmus School of History, Culture and Communication","Vrouwentijdschriften zijn vanaf de tweede helft van de twintigste eeuw voorwerp geweest van feministische kritiek. Deze kritiek was in de jaren zeventig op zijn hevigst. In de jaren negentig ontstond er echter ook ruimte voor andere visies over het vrouwentijdschrift. Dit kwam door het gebruik van andere onderzoeksmethoden met betrekking tot vrouwentijdschriften, maar ook de geluwde staat van het feminisme zelf heeft daaraan bijgedragen. Daarnaast deed het postfeminisme haar intrede.							In dit onderzoek is gepoogd te achterhalen op wat voor manier het feministisch en postfeministisch gedachtegoed in de Nederlandse vrouwentijdschriften Margriet en Libelle was en/of is vertegenwoordigd. Door middel van kwalitatief onderzoek op verschillende dimensies naar het vrouwbeeld dat werd weergeven in bovengenoemde Margriet en Libelle, is getracht te achterhalen op wat voor manier het feministisch en postfeministische gedachtegoed was en is gepresenteerd door de twee tijdschriften wordt en werd gepresenteerd. De onderzoeksperiode is 1970-2010. Van Margriet en Libelle zijn er systematisch negen tijdschriften onderzocht om de vijf jaar. Er zijn in totaal negen 18 tijdschriften onderzoek.							Uit het onderzoek is gebleken dat noch in de geanalyseerde exemplaren van Margriet noch in de onderzochte exemplaren van Libelle een representatie van post feministisch gedachtegoed aangetroffen. In beide tijdschriften is echter wel een representatie van het feministische gedachtegoed aangetroffen door middel van een representatie van vrouwelijkheid die aansluit bij het feministisch gedachtegoed. Een mogelijke verklaring voor de afwezigheid van een postfeministische vrouwelijkheid in beide tijdschriften is het traditionele karakter van Margriet en Libelle. Traditionele tijdschriften hebben een brede, niet bijzonder uitgesproken doelgroep. Het post feminisme daarentegen legt zich meer toe op de jonge, uitgesprokenere generatie die zich vaak juist op een bepaalde manier wilt afzetten tegen het traditionele feminisme.","['media en journalistiek', 'feminisme', 'postfeminisme', 'Margriet', 'Libelle', 'Vrouwentijdschriften']"
