title,author,date,supervisor,faculty,abstract,keywords
Een gemiste kans of een kansloze begin,"Gul, Zehra",2010-08-12,"['Nooteboom Dr. S.G.', 'Wolfson Prof.Dr. D.']",Erasmus School of Social and Behavioural Sciences,,"['beleidsnetwerken', 'machtsverhoudingen', 'strategisch gedrag', 'rechtsvorm maatschappelikjke onderneming']"
Wielwijk biedt inderdaad perspectief!,"Thijsse, Diana",2010-08-12,"['Edelenbos Prof.Dr.J.', 'Meerkerk Drs. I.F. van']",Erasmus School of Social and Behavioural Sciences,"Bij het vernieuwen of herstructureren van wijken hebben we te maken met snelle
ontwikkelingen, een veelheid aan elkaar beïnvloedende factoren en omstandigheden die
kunnen veranderen gedurende de looptijd van een vernieuwings- of
herstructureringsproces.
Dit onderzoek heeft tot doel inzichtelijk te maken welke eigenschappen een systeem moet
hebben om adaptief te zijn en te toetsen of de eigenschappen van adaptief vermogen
aanwezig zijn en benut worden in het systeem van betrokken actoren rondom
wijkvernieuwingsprogramma ‘Wielwijk biedt perspectief’ op basis van dynamiek die zich in
het verleden en heden voordoet en de aanpassingen die zijn gedaan naar aanleiding van de
dynamiek.
In dit onderzoek wordt op basis van literatuur nagegaan welke variabelen bepalend zijn
voor het adaptief vermogen (hoofdstuk 2). De theorie over complexe adaptieve systemen
heeft een selectie opgeleverd van vijf variabelen voor het adaptief vermogen:
1. Meervoudigheid: refereert aan het aantal en de diversiteit van relaties tussen actoren in
organisaties of interorganisationele netwerken (Staber & Sydow, 2002: 414).
2. Overtolligheid: meerdere personen of afdelingen die dezelfde functie kunnen vervullen,
maar dat normaliter niet allemaal tegelijkertijd doen of expertise en informatie die wel
continu aanwezig zijn, maar niet (continu) benut worden.
3. Losse verbindingen: de mate waarin verschillende onderdelen van het systeem met elkaar
verbonden zijn.
4. Zelforganisatie: vorm van organisatie die geschiedt zonder een centrale aansturing van
bovenaf, waarbij geen enkele individuele actor in staat is om het gedrag binnen het
systeem eigenstandig geheel te beheersen of sturen.
5. Leren: ervaringen opgedaan in het verleden kunnen als bron van kennis dienen in het
heden of de toekomst en zo actoren helpen te bepalen welke keuzes te maken.
Deze kenmerken, hierna variabelen, van het adaptief vermogen zijn onderzocht door het
afnemen van interviews en een korte schriftelijke vragenlijst bij actoren die betrokken zijn
bij de wijkvernieuwing in Wielwijk. Wielwijk is een wijk in Dordrecht-West met 6.000
inwoners. “Wielwijk laat het beeld zien dat bij alle naoorlogse wijken speelt: relatief lage
inkomens, hoge werkloosheid, een hoog percentage schooluitval, weinig deelname aan
sport, sociaal isolement en een hoog percentage allochtone bewoners.” (Woonbron&
Gemeente Dordrecht, 2007: 5). Sinds 2007 wordt er het sociaal-economisch programma
uitgevoerd, ‘Wielwijk biedt perspectief’ en recentelijk is ook gestart met de uitvoering van
het fysieke programma.
Het onderzoek wordt gestructureerd aan de hand van figuur 0.1. Op basis van de resultaten
wordt geanalyseerd welke dynamiek heeft geleid tot aanpassingen en welke variabelen van
het adaptief vermogen daar een rol in hebben gespeeld.","['adaptief vermogen', 'CAS', 'dynamiek', 'aanpassing']"
Zoek de verschillen,"Ramdat, Rashwinie",2010-08-12,"['Tijdens Prof. Dr. K.G.', 'Koster F.']",Erasmus School of Social and Behavioural Sciences,"In Nederland is het ongecorrigeerde beloningsverschil tussen mannen en vrouwen in
2005 18,33%. Dat houdt in dat vrouwen gemiddeld 18,33% minder verdienen dan
mannen. Wanneer er wordt gecorrigeerd voor achtergrondvariabelen, verkleint dit
verschil enigszins, maar een beloningsverschil blijft bestaan. Met behulp van de data
van de Loonwijzer 2000-2004 wordt onderzoek gedaan naar de beloningsverschillen
tussen mannen en vrouwen in Nederland. Aan de hand van een multipele
regressieanalyse wordt getracht een verklaring te vinden voor het beloningsverschil.
Op basis van de literatuurstudie worden verschillende variabelen als relevant
beschouwd en betrokken bij dit onderzoek. De variabelen die aan bod komen zijn
achtereenvolgens: werkervaring, leeftijd, opleiding, loopbaanonderbreking, etniciteit,
sector, beroepssegregatie, soort contract, arbeidsduur, doorstroming binnen een
bedrijf en gezinsopbouw. Met deze variabelen wordt een poging gedaan de uurlonen
van mannen en vrouwen te verklaren. De variabelen zijn gegroepeerd naar human
capital factoren, concurrentietheorie factoren, arbeidsmarktgerelateerde factoren en
gezinsopbouw factoren. De human capital factoren hebben een grote
verklaringskracht. Uitzondering hierbij is de variabele etniciteit. De
concurrentietheorie factoren blijken verschillende invloeden te hebben op het uurloon
van mannen en vrouwen. Van de arbeidsmarktgerelateerde factoren is de
arbeidsduur opvallend. Deze variabele heeft een negatief effect op het uurloon. Ook
de gezinsopbouw factoren blijken een rol te spelen bij de verklaring van het uurloon.
De regressieanalyse in het geheel verklaart bijna 42% van de uurlonen. Voor
mannen wordt 41% van het uurloon verklaard en voor vrouwen wordt bijna 39%
verklaard. Dit onderzoek biedt een aanvulling op ander onderzoek doordat het veel
verschillende factoren betrekt bij het onderzoek. De nadruk ligt niet op één specifieke factor.","['beloningsverschillen', 'loonkloof', 'uurlonen']"
Werkdruk door taakbeleid,"Rijsdijk, Maryke",2010-08-12,"['Jetten Drs. L.F.J.', 'Braster']",Erasmus School of Social and Behavioural Sciences,,"['werkdruk', 'taakbeleid', 'onderwijs']"
Rotterdamse aanpak van jeugdoverlast,"Straten, Anoeska van",2010-08-10,"['Marks Dr.P.K.', 'Sluis Dr. A.van']",Erasmus School of Social and Behavioural Sciences,,"['jeugdoverlast', 'rolverdeling stad en deelgemeenten']"
The downside of aid?,"Wilmer, Yvonne",2010-08-10,"['Haverland Dr. M', 'Dijkstra Dr. A.G.']",Erasmus School of Social and Behavioural Sciences,"This quantitative study focuses on the effect of foreign aid on the level of corruption in developing countries. Several control variables are included to test whether a possible relationship between aid and corruption is not actually influenced by one of these variables. The results of the analysis show that there is a significant relation between aid and corruption, but this does not hold after the inclusion of the control variables. However, the negative correlation between aid and corruption does mean that in countries that receive more aid, the level of corruption is lower. This is not necessarily a causal relationship, but the association does illustrate that aid goes to countries that are less corrupt. According to this study the main predictors of corruption are: a low level of economic development, limited free press, a low level of political stability, no British legal origin and a high percentage of Protestants in a country.","['aid', 'foreign aid', 'corruption']"
Practical Implementation of EU directives in New Member States: the Case of Lithuania,"Pauzaite, Dovile",2010-08-09,"['Haverland Dr. M', 'Walle Dr. S. van der']",Erasmus School of Social and Behavioural Sciences,"The implementation of EU directives in its member states can be regarded as a crucial topic in terms of both – practice and theory. The practical implementation of EU directives is especially important for new member states, because uneven implementation of EU law can further deepen the disparities, which already exist between Western and Eastern Europe.  From the theoretical perspective, the state of practical implementation of EU directives remains undetermined. Therefore, this thesis is aiming at providing an analysis of practical implementation of EU directives in Lithuania. The factors, which explain the state of practical implementation in Lithuania, are going to be determined. The number of actors, issue salience and legal technique will be tested. Quantitative and qualitative analyses helped to reveal that the number of actors and issue salience increase the quality of practical implementation in Lithuania.","['EU directives', 'Lithuania', 'new member states']"
Legitimacy in the European Union: can National Parliaments help?,"Rijk, Natalya",2010-08-09,"['Nispen Dr. F.K.M. van', 'Fenger D. H.J.M.']",Erasmus School of Social and Behavioural Sciences,,"['legitimacy', 'European Union', 'national parlements']"
Regels voor veranderen,"Gernaat, Arnoud
     and 
    
  


Louwhoff, Hans",2010-08-09,"['Dulk Dr. L. den', 'Steijn Prof.Dr.A.J.']",Erasmus School of Social and Behavioural Sciences,"In deze masterthesis staat onderzoek naar organisatieverandering bij regelgedreven uitvoeringsorganisaties (SVB, DUO en haar rechtsvoorgangers Cfi en IBG) in een politiek-bestuurlijke context centraal. Het onderzoek is kwalitatief van aard en is zodanig opgezet dat een holistisch beeld wordt verkregen van organisatieverandering bij regelgedreven uitvoeringsorganisaties en de onderlinge relaties tussen kenmerken, die van invloed zijn op het verloop van veranderprocessen. De kenmerken die we hebben betrokken in het onderzoek zijn onder te verdelen in drie hoofdkenmerken; kenmerken van de organisatie, kenmerken van de veranderaanpak en kenmerken van de politiek-bestuurlijke context. Het blijkt dat organisatieverandering bij regelgedreven uitvoeringsorganisaties zeer weerbarstig is. De organisaties zijn zeer op stabiliteit en beheersbaarheid (in)gericht. Bovendien heeft de organisatie te maken met tal van constraints (zoals het streven naar rechtmatigheid), opgelegd vanuit de politiek-bestuurlijke context. Dit versterkt het streven naar risicomijding. We eindigen de thesis met conclusies en inzichten in het functioneren van de uitvoeringsorganisaties en voor de praktijk relevante aanbevelingen.","['uitvoeringsorganisaties', 'overheid', 'veranderprocessen', 'bureaucratie', 'politiek-bestuurlijke context', 'veranderaanpak']"
The Experience Economy in the Dutch Performing Arts sector,"Haakman, N.",2010-08-09,['Langeveld prof.dr. C.'],"Erasmus School of History, Culture and Communication","Experiences have always been at the heart of arts organisations however during the last decades a clear change has been noticeable in the delivery of artistic products by arts organisations. Most art institutions have shifted from focusing on core products (artistic works) to the enhancement of the experiences of customers by supplying additional services. This phenomenon has manifested itself in the currently prevailing ‘experience economy’. This research explores the experiences individuals undergo when attending the performing arts, their satisfaction with the services offered and the extent to which services influence consumer’s experiences and their buying decision process. The research consists of two studies, both complementing each other. The studies were conducted in two theatres: Chassé Theater and Stadsschouwburg Utrecht and two concert halls: de Doelen and Dr Anton Philipszaal/Lucent Danstheater. The first study is a qualitative study where focus group interviews were held with small groups of loyal customers at the four different venues. Semi-structured questions were posed with regard to customer’s experiences with auxiliary services. The second study concerns a quantitative research in which questionnaires were send to a large group of visitors of the four venues. The surveys measured the level of satisfaction with services and their impact on customer’s buying decision process. From both studies it can be concluded that when attending a performing arts venue, consumers choose primarily for the programme and secondary for the additional services. The latter are in most cases of additional value to the experiences of consumers and provide an extra boost to customer’s consumption choices. Furthermore, the results show that auxiliary services have a positive influence on the audience’s buying decision process.","['Cultural Economics', 'Cultural Entrepeneurship', 'Experience economy', 'arts marketing', 'auxiliary services']"
Onvergankelijk Verleden,"Brouwer, I.S.",2010-08-06,['Hogervorst drs. S.'],"Erasmus School of History, Culture and Communication","In deze master thesis wordt onderzoek gedaan naar de visualisering van het beladen oorlogsverleden in Duitse landelijke en regionale historische musea anno 2010. De vraag die centraal staat is: Hoe is het beladen verleden van de Tweede Wereldoorlog in landelijke en regionale Duitse historische musea gevisualiseerd anno 2010 en hoe zijn eventuele onderlinge verschillen te verklaren? Deze vraag wordt uitgewerkt aan de hand van de drie volgende deelvragen: welke onderwerpen van de Tweede Wereldoorlog worden er in de Duitse landelijke en regionale historische musea gepresenteerd? Wat zijn de doelen van de aanwezige tentoonstellingen en hoe worden deze doelen bereikt? In hoeverre wordt er in de tentoonstellingen de nadruk gelegd op discoursen als schuldgevoel, daderschap, heldendom dan wel slachtofferschap? Hier zal onder andere blijken dat de opkomende openheid ten aanzien van de Duitse slachtofferrol, sinds de val van de Muur, ook duidelijk aanwezig is in de Duitse historische musea.
	Binnen deze thesis staan vijf musea centraal: het Haus der Geschichte in Bonn, het Deutsches Historisches Museum in Berlijn, Anti-Kriegsmuseum in Berlijn, het Militärhistorisches Museum der Bundeswehr in Dresden en het Jüdisches Museum Emmendingen. De tentoonstellingen zijn bekeken met behulp van een aantal theoretische concepten: identiteit met daaraan gekoppeld imagined communities, cultureel geheugen, musealisering en de esthetische en politiekwetenschappelijke benadering van Amsterdams historicus Hendrik Henrichs. De analyse werd uitgevoerd aan de hand van een tentoonstellingsanalyse.										De onderverdeling in landelijke en regionale musea is getracht concreter te maken aan de hand van de concepten memory- en narrative museums van Katrin Pieper. Deze concepten bleken tijdens de tentoonstellingsanalyse echter niet voor elk museum op te gaan. Daarnaast wees ook geen enkel element erop dat de concepten van Pieper zowel een landelijk als een regionaal niveau onderscheidde. Verder blijkt uit deze thesis dat het beladen verleden van het Duitse oorlogsverleden in de musea verschillend gevisualiseerd is. Deze verschillen tussen de nationale en regionale musea hebben te maken met redenen als: het doel van het museum. Wat wil het laten zien, wat wil het daarmee bereiken en wie? Daarnaast is de aard van het museum van belang. Is het landelijk of regionaal? Kunnen we spreken van een memory of een narrative museum? Wil het bijdragen aan een nationale of een regionale identiteit? Wil het verschillende imagined communities bereiken of maar één? Bij nationale musea blijkt vaak  het eerste het geval te zijn en bij regionale het tweede. Daarnaast blijkt ook dat er eigenlijk maar in weinig musea een duidelijke afstemming tussen het esthetische en het politiek wetenschappelijke gevonden wordt. Dit wordt geïllustreerd door verschillende onderdelen uit de tentoonstellingen nader te bekijken. Deze voorbeelden laten zien dat bij men in de museale wereld veel met esthetiek kan bepalen bij de presentatie van een historisch voorwerp en zijn context. In deze studie blijkt dat maar bij één museum een dergelijke balans tussen het esthetische en het politiekwetenschappelijke gevonden wordt, namelijk in het Deutsches Historisches Museum in Berlijn. Ook wordt er een duidelijk beeld gecreëerd van de aanwezige discoursen in de betreffende musea. 
	Deze master thesis vormt een opstap voor meer uitgebreide studie om de verschillen tussen de nationale en regionale Duitse historische musea, die in dit onderzoek naar voren kwamen, verder uit te diepen en het mogelijk te maken om de uitkomsten van deze studie te generaliseren.","['Identiteit', 'Cultureel geheugen', 'Visualisering', 'Musealisering', 'Memory museums']"
Travel Guidebooks On-The-Go,"Leeuwen, M. van",2010-08-05,['Arora dr. P.'],"Erasmus School of History, Culture and Communication",,['media en journalistiek']
Off the beaten Tracks,"Mora-Jimenez, J.",2010-08-02,['Handke C.  (MA)'],"Erasmus School of History, Culture and Communication","Among the most recent ideas about the future of digital sales for information goods is the “Long
Tail Theory” proposed by Chris Anderson in 2004. This theory claims that in a digital world, hits
and superstars will cede space to niche products. Therefore, for the future of the music industry
and other industries such as books and video, niche products could be more important than selling
millions of copies of a hit product. There are relatively few studies concerning the long tail theory.
Evidence found still remains contradictory and the theory as a whole remains somewhat untested.
This thesis aimed to explore the long tail hypothesis by studying the Dutch music market.
The market was divided into CD's and digital albums. In the market for CD's, when looking at
concentration, there is no evidence that the growth in online distribution has had an effect into the
overall sales' distribution. In the digital albums' market, the market size does not allow to speak of
the long tail as a profitable business model.
Nonetheless, it is argued in this thesis that the long tail should be studied beyond the
profitability of the tail. The hypothesis touches many other aspects such as the importance of
niche content online and differences in the composition of sales online, aspects that cannot be
measured looking only at concentration. If the relative importance of niche content is taken into
account, then, the ideas behind the long tail are supported by the data used in this thesis.
Different comparisons were drawn between CD's and digital albums, the outcome of these
comparisons points towards a better performance of niche content in the digital market.
The mixed results obtained showed that there are still areas to be researched. This thesis
provided with evidence for some of these areas, for example the performance of niche content in a
digital market and how e-tailers might price niche content in order to profit from the tail.","['Cultural Economics', 'Cultural Entrepeneurship', 'Music Industry', 'The Long Tail', 'Digitalization']"
