title,author,date,supervisor,faculty,abstract,keywords
Kansen voor afstemming in de ondergrond,"Swanenburg, K.",2016-12-02,"['prof.dr. M. W. van Buuren', 'dr. H.L. Klaassen']",Erasmus School of Social and Behavioural Sciences,,"['Asset management', 'Complexiteit', 'Vitale netwerken', 'Afstemming', 'Governance']"
Verloren zonen van het vaderland,P.J.E. van Ast,2016-11-25,"['M.C.R. Grever', 'R.J. Adriaansen']","Erasmus School of History, Culture and Communication","English summary


Lost sons of the Fatherland
The Boer Wars in Dutch history textbooks, 1907-2012
Evy van Ast



Keywords

History textbooks, history education, the Boer Wars, national identity, myths, narrative analysis



The first Boer War (1880-1881) aroused much enthusiasm amongst the public in the Netherlands for the white Dutch speaking population of South Africa, particularly those living in Orange Free State and the South African Republic, also known as Transvaal. This was in sharp contrast to the years before when there was hardly any attention for the Boers. However, during the last two decades of the nineteenth century, with a climax during the Second Boer War, the ties between the Boers and the Dutch were actually celebrated.1 Many people compared the successful fight of the Boers, who wanted to regain their independence from the British Empire after the annexation in 1877, with the conflict between the Dutch and the Spaniards in the sixteenth and seventeenth century. Consequently, the Boers were seen as worthy descendants of their ancestors, the pioneers of the Dutch East India Company who had settled in the Cape Colony in 1652.2 Even Abraham Kuyper, who was prime minister of The Netherlands at the time, felt that the Boers resembled the freedom-loving, wholesome, devoutly Christian Dutch of the past, precisely because ‘they have managed to preserve the old spirit of our nation more truly than we’, while ‘we have become more cosmopolitan’.3

Textbooks, especially history and geography textbooks, are some of the most important educational inputs: textbooks reflect basic ideas about a national culture and they contain the knowledge a society wants to transmit to its children.4 They are means by which the political and social norms of a society can be anchored.5 Over the last few decades we have seen a so-called ‘boom’ of historical research on the impact of the Boer Wars in the Netherlands. Some scholars have researched the representations of the Boer Wars in media, children’s books and other sources. However, there hasn’t been an analysis of these representations in history textbooks. Consequently, the main question I have attempted to answer during my Master Thesis research is the following: ‘How are the Boer Wars

 
1 Vincent Kuitenbrouwer, War of Words. Dutch Pro-Boer Propaganda and the South African War, 1988-1902 (Amsterdam 2012) 18-20.
2 Kuitenbrouwer, War of Words, 19-21.
3 Reference in: Keith Wilson, The International Impact of the Boer War (Chesham 2001) 126-127.
4 Falk Pingel, UNESCO Guidebook on Textbook Research and Textbook Revision (Parijs en Braunschweig 2010) 7-8.
5 Hanna Schissler, ‘Limitations and Priorities for International Social Studies Textbook Research’, The International Journal of Social Education 4 (1989) 81.
 
represented in Dutch history textbooks between 1907 and 2012, and what do these representations tell us about the national identity of the Netherlands in that period?’ To answer this question, I analysed Dutch history textbooks (used in secondary education). Additionally, I conducted a small pilot study on the representations of the Boer Wars in South-African history textbooks.6

The quantitative analysis showed that it was not until the 1950’s that the Boer Wars became a less popular topic in the Dutch history textbooks. By looking at the total amount of pages that were dedicated to the Boer Wars, one can see that the space devoted to the Boer Wars, between 1907 and 1950, varied from ca. 3% to 4,5%. After the 1950’s the findings show that the total amount of pages dedicated to the Boer’s was reduced to a percentage of 1.0% to 0.5%. Further quantitative research showed that Cecil Rhodes, Horatio Kitchener, Louis Botha, Christiaan de Wet and Paul Kruger were dominant actors in the narratives. Especially Paul Kruger, quite often nicknamed ‘Uncle Paul’, was referred to often. However, after the 1990’s we can see a shift in terms of which people are mentioned in the narratives. The English actors, as well as some Boer-actors, are replaced by Nelson Mandela and Willem de Klerk. These shifts, as my research shows, reflect changing public opinions and developments in the field of history education. Although the quantitative analysis can tell us a great deal about where the emphasis lies and about the popularity of the narrative, it does not tell us anything about values and interpretation. What does a text tell us, what message does it transmit?

The empirical heart of this research, the narrative analysis, is based on three concepts: emplotment, patterns of reasoning and mythologization. All three concepts have been analysed in the textbooks of the following three periods: 1907-1940, 1946-1968 and 1969-2012. Narrative analysis shows that the plot of the narratives about the Boers during the first period (1907-1940) centred on the ‘good guys’ versus the ‘bad guys’. Through narrating about myths of kinship and descendancy, the narratives confirmed a shared community, being the community of the Boers and the Dutch. Surprisingly, the South-African textbook did not narrate about feelings of kinship. Moreover, the English are not portrayed as the ‘bad guys’ or ‘villains’. This indicates that the kinship was being highlighted or maybe even exaggerated in the Dutch history textbooks.

The plot of the narratives used during the second period (1946-1968) still centred on the conflict between the Boers and Britain. However, even though the Boers were still represented as heroes in Dutch textbooks, Britain was no longer portrayed as the ultimate ‘bad guy’. Even though some textbooks still narrated about the kinship and the shared past, in most narratives one could also find critical notes on racial distinctions and nationalism in South-Africa. Consequently, we could see the first signs of ‘exclusion’: the Boers were no longer a part of the Dutch ‘we-group’. As a result myths about origins




 
6 In total 45 Dutch history textbooks and three South-African history textbooks have been analysed. Most of the textbooks can be found in the Historisch- Didactische Collectie (Rotterdam) and the textbook collection of the George Eckert Institute (Braunschweig).
 
and ancestry more or less disappeared. In the South-African textbook the opposite was happening: the English were now the ultimate ‘bad guys’.

The narratives in the last period (1969-2012) clearly reflected the changing society and public opinion. The plot centred on the racist, obstinate and immoral Boers who fought Britain with hideous war tactics and established the system of apartheid. The story of the Boer Wars is nowadays no longer a narrative in itself, but a part of the narrative about the apartheid. The Boers are the bad guys and as a consequence we no longer see anything that could indicate a shared past or relationship between the Boers and the Netherlands. All this shows how the dichotomic structure of good guys and bad guys can fill an important function in both myth and narrative, confirming ‘our’ community as something good and defining the enemy as not only evil but also as a threat to humanity.

This study does not only touch upon areas such as history education and the changing cultural and political relationship between South-Africa and the Netherlands. It also shows how national identities and myths are part of cultural and historical circumstances. This analysis of the representation of the Boer Wars in Dutch (and South-African) textbooks gives us an insight into how narratives and national identities can transform through time. But most of all it contributes to the historical knowledge about the representations of the Boer Wars in the Netherlands.","['History textbooks', 'History education', 'The Boer Wars', 'National identity', 'Myths', 'Narrative analysis']"
Het noodzakelijk kwaad van registratiebeleid binnen de GGZ,"Wemelsfelder, J.",2016-11-18,"['dr. L. den Dulk', 'dr. P.L. Hupe']",Erasmus School of Social and Behavioural Sciences,,"['GGZ', 'Registratiebeleid', 'Publieke zorgprofessionals', 'Houding', 'CZa-beleid']"
Onderzoeksrapport over de rollen van de Rotterdamse onderzoeker,"Triest, K.",2016-11-18,"['dr. F.B.L. van der Meer', 'B. George MSc']",Erasmus School of Social and Behavioural Sciences,"Anno 2016 leeft het besef meer dan ooit dat het hebben van kennis voor beleid onmisbaar is. Kennis uit onderzoek kan namelijk bijdragen aan de totstandkoming van beter beleid, in zake effectiever voor de samenleving en efficiënter voor de bedrijfsvoering van de gemeente. Om tot deze kennis te komen, moeten beleidsmakers samen met onderzoekers een traject doorlopen waarin zij interactie met elkaar hebben. In de praktijk blijken echter allerlei knelpunten ervoor te zorgen dat het een weerbarstig en lastig proces is. Om succesvolle interactie tussen beide partijen te verwezenlijken, is het van belang dat onderzoekers en óók beleidsmakers, inzien en begrijpen welke rollen onderzoekers in verschillende fases van het proces kunnen hanteren.","['Beleidsonderzoeker', 'Gemeente', 'Interactie', 'Kennismanagement', 'Beleidsonderzoek', 'Rollen', 'Beleidsmakers']"
Burgerparticipatie: niet van gisteren?,"Vermeulen, A.",2016-11-18,"['dr. F.B.L. van der Meer', 'prof.dr.M.W. van Buuren']",Erasmus School of Social and Behavioural Sciences,,"['Burgerparticipatie', 'Culturele Raad', 'Dordrecht', 'Gemeente', 'Functionele raad', 'Wmo-raden']"
The Influence of Customers’ Motivation Leading to the Contributions of Individuals and Communities to a Waste Bank Program,"Pratiwi, D.A. (Destri Ayu)",2016-10-31,['Smals R. (Raphaël)'],Institute for Housing and Urban Development Studies,"This research focused on the implementation of integrated sustainable waste management (ISWM) through household participation in a waste bank program. This study investigates the influence of customers’ motivation in participating in a waste bank program, thereby affecting customers’ contribution to the effectiveness of the waste bank program. The research examines two types of customers in Cimahi municipality: individuals and unit customers who have different characteristics and behaviors. The first part of the research explains implementation of Samici Waste Bank’s program in Cimahi city, and how it operates on a daily basis. The second part of the research investigates the differences between individuals and unit customers in terms of motivation to participate in the waste bank program. The third part inspects whether discrepancies between the two types of customers influences the costumers’ contribution to the waste bank, and how this affects the program’s effectiveness in achieving waste reduction policy targets.
The study was an explanatory, single holistic case study. Various literature and case studies on ISWM were reviewed, particularly related to waste recycling activities, waste bank programs and household participation. Assessment variables and indicators were then formulated as analytic tools to assess the influence of customers’ motivation to participate in a waste bank program, thereby contributing to the effectiveness of the program. The method of primary data collection involved questionnaires which were completed by waste bank customers. The selection of a sample for questionnaires was by stratified random sampling based on types of waste bank customers (individuals and units). In addition, semi-structured interviews were conducted with the waste bank director and with selected waste bank customers for data triangulation purpose, using single purposive sampling as sample selection method. Use was also made of reviewing secondary data as well as observation. The data from field work were then analyzed both qualitatively and quantitatively, assisted by SPSS, Microsoft Excel, and Atlas.ti program software in the forms of narratives, tables, chats and images.
The findings reveal that in terms of customers’ motivation to participate in the waste bank program, there are four variables which demonstrate significant differences between individuals and unit customers, namely: socioeconomic condition (occupation and community level activity), attitude towards participation in a waste bank program, subjective norms, and convenience. It can be concluded that customers’ motivation significantly influences each household’s decision on the level of participation to which they want to become involved in the program, as individuals or unit customers. This research also shows a weak correlation between a customer’s motivation and their contribution to the program in Samici Waste Bank. This means that customers’ motivation to participate did not directly and significantly affect the amount of contributions made to the waste bank program. However, encouragement from external referents (friends, neighbors and community leaders) and convenience (accessibility to the service facilities) may influence people to participate and contribute more to the waste bank program. Furthermore, contributions to the waste bank program are more influenced by technical aspects such as frequency of depositing waste, number of recyclable materials delivered, and total amount of waste deposited.
To improve the effectiveness of the waste bank program, several recommendations are formulated. First, encouraging more socialization about Samici Waste Bank with related stakeholders to create awareness. Second, improving the quality of convenience which consists of availability of service facilities and accessibility.","['sustainability', 'ISWM', 'waste bank', 'motivational factors', 'household behavior', 'participation', 'performance measurement', 'effectiveness']"
Bergson en James: twee handen op één buik?,Stefan Schwarz,2016-10-31,"['dr. G.A.M. Groot', 'drs. F.H.H. Schaeffer']",Erasmus School of Philosophy,"Bergsons duur en James’ stream of consciousness vertonen onmiskenbaar overeenkomsten, en zij komen onafhankelijk van elkaar tot een dynamische opvatting van het bewustzijn. Om deze reden is het interessant na te gaan op welke vlakken hun opvattingen van het bewustzijn overeenkomen, en interessanter nog: hoe en of ze van elkaar verschillen. In deze scriptie zullen de opvattingen van Bergsons duur en James’ stream of consciousness worden uiteengezet, waarvoor zal worden georiënteerd op enerzijds Tijd en Vrije Wil, en anderzijds op het hoofdstuk ‘Stream of Thought’ uit The Principles of Psychology. In het laatste hoofdstuk van de scriptie zal worden ingegaan op vraag hoe die opvattingen met elkaar overeenkomen, dan wel van elkaar verschillen. 
 
In deze scriptie zal duidelijk worden dat Bergson en James, onafhankelijk van elkaar, tot een vergelijkbare opvatting van het bewustzijn zijn gekomen. Bergson introduceert zijn duur en James zijn stream of consciousness. Beide opvattingen gaan uit van een dynamisch bewustzijn, één dat voortdurend in verandering is, waarmee ze een felle kritiek behelzen op het associationisme. Het is tevens een zeer moeilijke opgave de stroom, respectievelijk de flux introspectief te zien voor wat zij echt is. Ook taal vormt tevens een obstakel, want zij is nooit in staat de stroom of de flux in zijn zuiverheid te handhaven. Daarnaast zien we dat Bergson met zijn notie van duur metafysische claims maakt aangaande de aard van het bewustzijn en de werkelijkheid zelf. James’ beschrijving van het bewustzijn is een puur wijsgerig-psychologische analyse en ten aanzien van de werkelijkheid gaat hij niet zo ver als Bergson. Waar Bergson in de loop van zijn leven richting de metafysica trekt, blijft James trouw aan de psychologie en trekt in filosofisch opzicht juist richting het pragmatisme.",
Retentie bij het Rijk,"Kuperus, W.A.",2016-10-14,"['prof.dr. A.J. Steijn', 'dr. B. Vermeeren']",Erasmus School of Social and Behavioural Sciences,,
Dat was nu juist de bedoeling!,"Dijk, K. van",2016-10-14,"['prof.dr. J. Edelenbos', 'dr.ir. J. Eshuis']",Erasmus School of Social and Behavioural Sciences,"In het vluchtelingen huisvestingsvraagstuk werken gemeenten vaak samen, onder andere om kennisvraagstukken, lobby en efficiënte werkwijzen beter het hoofd te kunnen bieden. Het huisvestingsvraagstuk is sinds de nieuwe migratiestromen een belangrijk en dynamisch thema geworden bij organisaties in het publieke domein, die hard bezig zijn het wiel uit te vinden. Hier komt samenwerking van pas. Twee cases, te weten regio Food Valley en Utrecht 10, zijn geselecteerd, ter vergelijking. Door het houden van interviews zijn de volgende resultaten verkregen. Onder andere door historische achtergrond, persoonlijke relaties, openheid, reciprociteit, bufferwerking en behoud van autonomie, kan vertrouwen leiden tot een betere samenwerking. In het effect van samenwerking op resultaat zijn dat agendering en afstemming, kennisdeling, commitment aan het doel en het uit blijven van free-ridergedrag.","['Vertrouwen', 'Samenwerking', 'Resultaat', 'Interorganisationele samenwerking', 'Vluchtelingenhuisvesting']"
"Van draagvlak creëren, naar draagvlak krijgen","Frijters, M.",2016-10-14,"['dr. V.M.F. Homburg', 'dr.ir. J. Eshuis']",Erasmus School of Social and Behavioural Sciences,"Uit dit onderzoek is gebleken dat de mate van doorwerking van ideeën van burgers in een placemakingstraject wordt beïnvloed door verschillende factoren. Het blijkt dat de mate van variëteit binnen een werkgroep effect heeft op de doorwerking. Onder variëteit wordt verstaan de verschillende kenmerken van de deelnemers met hun bijbehorende percepties. Daarnaast ook het managen van een passende rol blijkt effect te hebben. Zowel een passende rol van de eigen gemeentelijke organisatie als die van de experts aan tafel hebben effect op de doorwerking. Tevens is gebleken dat de aanwezigheid van dubbelrollen een negatieve invloed heeft op de doorwerking, dit betreft een rol waarbij privébelangen conflicteren met het gemeenschappelijk belang. De factor ‘omvang van de investering’ komt als nieuwe afhankelijke variabele naar voren als invloedhebbende op de doorwerking.  Tot slot heeft de inhoudelijke openheid van de organisatiecultuur een modererend effect.","['Placemaking', 'Interactieve', 'Besluitvorming', 'Beleidsvorming', 'Casestudy', 'Vergelijkend']"
Consistent managementgedrag tijdens verandering,"Dewnarain, C.",2016-10-14,"['dr. V.M.F. Homburg', 'dr. B. Vermeeren']",Erasmus School of Social and Behavioural Sciences,"In deze scriptie is onderzoek gedaan naar consistent gedrag van twee managementlagen tijdens een reorganisatie, namelijk het hoger management en het lager management, en de invloed daarvan op de veranderbereidheid van medewerkers. Er is specifiek gekeken naar consistentie in de inhoud en de kwaliteit van de communicatie van de twee managementlagen tijdens twee veranderfasen. Uit het onderzoek blijkt dat de veranderbereidheid van medewerkers voornamelijk verklaard wordt door consistentie in de inhoud van de communicatie van beide managementlagen aan het begin van het veranderproces. Daarnaast is de kwaliteit van de communicatie van het hoger management in de beginfase van de verandering belangrijk. De resultaten zijn gebonden aan de context van een geplande verandering","['Verandering', 'Veranderbereidheid', 'Hoger management', 'Middenmanagement', 'Managementlagen', 'Consistent managementgedrag']"
Stortplaats Aarde?,Priscilla van den Berg,2016-10-12,"['dr. A.W. Prins', 'dr. T.K.A.M. de Mey']",Erasmus School of Philosophy,"This study is an attempt to explore the role things play in the lives of humans and in society. The
aim of the thesis is to change our relation with things, or else the earth will become a giant dump. The first chapter describes the phenomenological tradition of the philosophy of technology. The most important critique to be made of the classical approach is that the philosophers reduce technology to its conditions of possibility and thereby fail to connect with concrete technological artifacts. The second part of the study presents the essential ideas of contemporary philosophers of technology. By analyzing their works it turns out that ‘things’ mediate the relation between humans and their world on all sorts of levels. The theories provide a framework for thinking from the perspective of things and for a vision on technology that Verbeek in What Things Do calls a ""postphenomenological perspective”. The thesis then shows how this new perspective can be of practical value. In order to take things seriously, we must not only change our perspective on things, but our behavior as well.",
Stimuleren van samenwerking.,"Alderliesten, C.",2016-10-10,"['dr. R.F.I. Moody', 'dr. I.F. van Meerkerk']",Erasmus School of Social and Behavioural Sciences,Stimuleren van samenwerking. Casestudy naar het effect van overheidssturing bij vier Centra voor Innovatief Vakmanschap.,"['publieke-private samenwerking', 'PPS', 'Sturing']"
The spell of the self-ownership thesis: an attempt to break it,Fabrizio Ciatti,2016-10-10,"['dr. B. Ferguson', 'dr. C.B. Binder']",Erasmus School of Philosophy,"The thesis of self-ownership (SO) asserts that each individual qua exclusive proprietor of his
own self possesses “original moral rights over his own body, faculties, talents and the fruits of
his labour” (Nozick 1974, Cohen 1995). Nozick in his famous Anarchy, State and Utopia
argues that the rights of self-ownership entitle each individual to make use of his own body as
he sees fit and to impose upon others the obligation to respect these rights. The same
prerogatives extend to the extra-personal objects one legitimately possesses. Libertarianism,
in its traditional vest is essentially a moral and political theory that stresses the inviolability of
individuals’ natural rights of ownership. The term “natural” is owed to the fact that these
rights belong to the individuals independently of a civil framework of legal rules and their
binding force “obtains and can be recognized as valid by moral and rational people quite apart
from any provisions of positive law” (Waldron 1988: 64). More precisely, libertarians of the
right and the left hold property rights to be the non-acquired rights individuals have over their
bodies. Such rights determine what individuals may do to others. The chief purpose of this
thesis is to interrogate the possibility of building up a theory of justice and a theory of private
property on the grounds of the principle of SO. First I am going to cast doubt on the
foundation of SO rights and then I am going to present the difficulties in making property
rights over extra-personal resources a corollary of property rights over one’s body. By these
means I hope to offer valid reasons against the use of SO as a starting point in a theory of
justice.",
Corporate Tax Avoidance and Justice,Samuël van Dijck,2016-10-07,"['dr. C.B. binder', 'dr. B. Ferguson']",Erasmus School of Philosophy,,
