title,author,date,supervisor,faculty,abstract,keywords
Claiming Indigenous Land Rights from the Bottom Up,"Oundo, Symphorosa",2008,['Handmaker Jeff'],International Institute of Social Studies,"The current situation of dispossession of the Ogiek from their land in Mau
Forest, Kenya is the result of the adoption of the State’s land and other policies
that are similar to those adopted by the colonialist more than a century ago. In
response the Ogiek have instituted several cases through the Kenya courts in
an effort to once again access their ancestral lands. Not only has the Kenya
government introduced land policies that have greatly affected the way of life
of the Ogiek and it has also failed to meet its obligation at the national and
international level in response to protecting the human rights of indigenous
people.
In the light of thus, this paper attempts to demonstrate analytically how
some historical and modern socio-political dynamics have continued to
systematically deprive the Ogiek of their land and to assess the extent to which
the platform on indigenous rights has helped them in their struggle for their
land.","['Dispossession', 'indigenous peoples', 'land rights', 'vernacularisation', 'Mau Forest', 'Ogiek']"
VIOLENCE AGAINST DALIT WOMEN IN PANCHAYAT RAJ INSTITUTIONS,"Kamble, Swati Mukund",2008,['Bergh Sylvia'],International Institute of Social Studies,,"['Dalit Women', 'Local Self Government in India', 'Panchayat Raj', 'Violence', 'Intersectionality']"
NGO Accountability: Undermines responsiveness to the Beneficiaries?,"Archi, Rumana Amin",2008,['Bergh Sylvia'],International Institute of Social Studies,"This paper examines accountability process in the Local small Non-
Government Organization (NGO) in Bangladesh with special attention to
the responsiveness to the beneficiaries. The research finds that upward
accountability demands of donors and government are not necessarily
conducive to the qualities of the NGOs that are necessary to address their
downward accountability demand. The study explores different mechanisms
that NGOs practice to address the accountability demand. These
mechanisms are generally put into place to provide accountability to donors,
government and oversight agencies. The study suggests these mechanisms
are too intense for local small NGOs. To practice these mechanisms
efficiently, local small NGOs have taken different strategies, such as:
increase managerial staff in the organization; decrease time for learning and
reflection; organize special training etc. This study suggests these strategies
have the tendency to drive NGOs away from their beneficiaries.","['NGO', 'Accountability', 'Bangladesh']"
Framing and Claiming Reproductive Rights,"Davidson, Rebecca",2008,['Keysers Loes'],International Institute of Social Studies,"This research paper focuses on the issue of maternal mortality in Tanzania from a human rights
perspective examining the role of civil society actors in framing and claiming rights related to
women’s reproductive health. The research process included qualitative interviews with
organizations working in Dar es Salaam on issues related to reproductive health, focus group
discussions with rural women in Dodoma and a review of secondary data including documents
produced at the international level. A key aspect of the research involved examining how
reproductive rights are translated into the local context and in turn how they are used by civil
society actors.
The findings and analysis of this study include a critical examination of the way in which culture
and tradition are framed within current safe motherhood discourses with a key example of such
being the naming of “traditional” birth attendants. The framing of the issue of maternal mortality
by civil society actors was also found to inform the way in which rights claims are made. A
delineation was found in the research between those organizations that take what Merry calls a
“social-service approach” to rights promotion and those that take a “human rights advocacy
approach” (Merry 2006a:138). Although both approaches converge in important ways there are
fundamental differences in the way in which their work is carried out. In addition, the study
found that while many organizations are involved in mobilization, building a widespread political
movement was not a priority for the organizations interviewed. The investigation of “translators”
also found more evidence of translations, programs or projects that have been adopted from
other contexts. Finally, the relationship between CSO’s and the state on the issue of maternal
mortality was found to be influenced by the chosen approach to human rights promotion.
The aim of this research is to contribute to the existing knowledge of civil society organizations
and donors working in Tanzania, although the dual inquiry approach to exploring how organizations
frame and claim rights could be applied to other contexts and issues.","['Human Rights', 'Reproductive Health', 'Tanzania', 'Maternal Mortality', 'Translators', 'Civil Society']"
Taking Seriously the Voices of the Poor: Does Representation Matter? Analysis of the Panos Institute Approach,"Forno, Silvia",2008,['Zarkov Dubravka'],International Institute of Social Studies,"This research deals with the increasing use of the rhetoric of the voices of the poor by different development organizations and institutions, claiming the authenticity of these voices and the empowering role their communication to external audiences (policymakers, academics, development workers, general public) can have for the poor involved. This research challenges the simplifications and assumptions characterizing approaches based on this rhetoric, by investigating one such approach, its claims and practices of representation of the voices: the Panos Institute Oral Testimony Programme and its project Desert Voices. I investigate it by means of specific tools of Discourse Analysis: Narrative Analysis, Argumentation Analysis and Analysis of Representation. I argue that these approaches do not simply engage in the process of communication of the voices of the poor, but rather in the representation of the poor and their voices. Hence the need to problematize them as “discursive coalitions” (Hajer 1995) that partake into a process of reproduction of dominant development discourses on poverty, although still claiming to provide a counterpoint to the same by giving the poor the opportunity to express themselves in their own terms.","['Politics of Representation', 'Discourse Analysis', 'Narrative Analysis', 'Development Discourse', 'Power', 'Knowledge']"
Chronic Poverty and Hunger in KBK Region of Orissa: Identifying Causes in the Perspective of a Case Study in Watershed Development Project in Nabarangpur District,"Parida, Nabakishore",2008,['Saith Ashwani'],International Institute of Social Studies,"Viewing the poverty in the KBK region of Orissa as dynamic, severe and multifarious, this paper uses income poverty and multi-dimensional poverty, social exclusion, gender, violence and policy approaches to identify the causes of chronic
poverty in this region. Spatial disadvantages of the KBK region in terms of remoteness, agriculture based subsistence economy and depleting income from NTFP are major factors contributing to chronic poverty. Moreover, the social exclusion of tribal and lower caste populations from participation in social, political and economic processes creates conditions for the persistence of chronic poverty among these groups. A predominant set of values, beliefs and institutional procedures operate
systematically and consistently to the benefit of ‘higher’ caste people at the expense of others. Neglect of a gender analysis in developmental policies and the treatment of households as a unit for BPL enumeration is another cause of chronic poverty in this region. Despite many women acting as economic backbones of their families, heavy liquor consumption by men and violence against women does not help these families to escape poverty. Finally, government anti-poverty programs have also remained
ineffective due to top-down policies, manipulation in  participatory programs, faulty methods, and politics of BPL people, beneficiary selection, and leakage of growth.
Multidimensional deprivation owing poor public services creates cumulative causation of poverty. Lastly, even though migration is a common phenomenon in this region it is limited due to lower skill levels and exploitation by the middlemen.","['poverty', 'social exclusion', 'gender', 'violence', 'government policy', 'India']"
"Contested Notions of Wellbeing: Peoples’ and Donors’ Perceptions in Batticaloa, Sri Lanka","Divakalala, Cayathri",2008,['Chhachhi Amrita'],International Institute of Social Studies,"Since the mid 1990s, the number of humanitarian initiatives in Sri Lanka has been steadily mounting, especially after the tsunami in 2004. The overwhelming response by locals and
international donors to help the people in need, problematises the very idea of humanitarian intervention and calls for deeper understandings of intervention programming in the context
of conflict and post disaster situations. This study attempts to understand the very objective of intervention programming, ‘wellbeing’, since intervention programmes aim to improve
the state of wellbeing of people. This study focuses on people’s and donor’s perceptions of the notion of wellbeing. Qualitative research methods have been used in data collection in Batticaloa, Sri Lanka and in The Hague, The Netherlands. Methods of analysis are discursive. The multiple conceptions of the notion of wellbeing as articulated in the voices
of ordinary people challenges standard development interventions which make distinctions between objective and subjective dimensions and emphasise purely economic programs.
The findings also illustrate fractures, contestations and silences in people’s notions of well being highlighting the intersection of gender, ethnicity and religion. The study also highlights the integral linkages between concepts and participatory research methodologies as crucial in identifying people’s perceptions. The study hopes to contribute to the literature on wellbeing and development in a conflict/post disaster context and argues for the importance of rethinking current forms of humanitarian intervention in Sri Lanka through further research sensitive to the context and the concepts and participation of ordinary
people.","['Development', 'ordinary people', 'donor organisations and contestations', 'fractures and silences in the conceptualisations of wellbeing', 'Sri Lanka']"
Banking the Unbankables: Microfinance and Poverty Reduction in Rwanda: a Case Study of Urwego Opportunity Microfinance Bank,"Bamwesigye, Jackson",2008,['Messkoub Mahmood'],International Institute of Social Studies,"Since the 1990s, poverty reduction has taken priority at both national and international development levels. Within this framework, various initiatives have been taken. Microfinance has caught the attention of many aid donors, NGOs and Governments as an effective tool for poverty reduction. The
successful use of microfinance is considered as victory for the poor to escape the poverty traps. In Rwandan context, this same initiative and hope has been emphasised in the Country’s Poverty Reduction strategy papers. Therefore this paper is an attempt to analyse the role of Microfinance in poverty reduction in Rwandan context. The study takes a case study of Urwego Opportunity Microfinance Bank which is one of largest microfinance institutions in terms of scale and geographical coverage. To achieve the desired objectives of the study
27 clients of the MFI selected from one rural and one urban branch were interviewed through individual and focus group discussions and the study was highly qualitative.
There has been found that Microfinance outreach in scale is extensive and impacted positively on the poor but only the poor close to the poverty line could have been reached through MFI. Also rural- urban differences in impact have been noted which suggests differences in poverty levels, opportunities and Microfinance loan products appropriateness between the two.","['Poverty Reduction', 'Microfinance', 'Outreach', 'Impact', 'Exclusion', 'Rwanda']"
Changing Their Lives: the Working Children’s Movement in Bolivia,"Sainz Prestel, Patricia Isabel",2008,['White Ben'],International Institute of Social Studies,,"['children', 'child labour', 'social movements', ""children's participation"", 'Bolivia']"
The Politics of Pastoralist Vulnerability: an Intersectional Perspective,Melat Gezahegn Gebresenbet,2008,['Truong ThanhDam'],International Institute of Social Studies,"The persistent of vulnerability of Ethiopian pastoralists’ to drought and  conflict has attracted a number of state and non-state development actors.  Though vast relief efforts are underway, the vulnerability of the people still  persists. Perspectives on pastoralists’ vulnerability have been polarized between  the two epistemological stances, foundationalist vis-à-vis anti-foundationalist,  adopted by the government and PFE respectively with inconsistent stands  when it comes to policy visions and implementation. There is limited attempt  on both sides to understand pastoralism and pastoralists in plural terms. As a  result, neither of the perspectives makes an effort to adequately address the  complex factors that caused pastoralists vulnerability, nor does their prescribed  solution address the lived experiences of the people under a strained mode of  life. In this paper, I argue that the persistence of pastoralists’ vulnerability is  due to lack of appropriate response rooted in lack of understanding of the  interplay between social, political, economic and environmental forces within  and outside the mode of life that caused vulnerability. The efforts to reducing  pastoralists vulnerability and to alleviate their burdens requires finding a  common platform for action to built an understanding of complexity from a  situated perspective with concern for context, perceptions and action of  marginalized sub-groups within pastoralists communities, namely the women  and minority clans who have an epistemic privilege to see and understand  more objectively the dynamics within and outside the mode of life that affect  them directly.","['Pastoralism', 'Pastoralists', 'Gender', 'Clan', 'Intersectional vulnerability', 'Epistemology', 'Shinile', 'Government', 'PFE', 'Ethiopia']"
The discourses on Polygyny: a Contemporary Debate in Indonesia,"Lestari, Endang",2008,['Shehada Nahda Younis'],International Institute of Social Studies,"The notion of polygyny was being debated publically in Indonesia since 2006 until now when the Indonesia government wanted to apply laws to ban men from marrying more than one wife. This debate involved many actors to deliberate their perspective on the issue; some of them are Political groups, Islamist groups and women’s groups. Power, intersectionality and public sphere are the chosen conceptual tools to analyze the debate on polygyny in the Indonesia public sphere. This research argued that the debate did not express women and Islam interest, but rather to
search power in the Indonesia public sphere. Discourses which are used by the chosen actors regarding to the debate are various, however the Islamic discourse is the most popular one as debating on polygyny, like debating on the family law in the Muslim countries, should in term of Islam. Different perspectives within groups acknowledge in this research, but the differences are sometimes not representing the class background of the chosen actors.","['polygyny', 'power', 'intersectionality', 'public Sphere', 'Indonesia']"
Compromising Social Justice in Fairtrade? Case Study of a Fairtrade Organization in India,"Das, Ranjana",2008,['Chhachhi Amrita'],International Institute of Social Studies,"The study investigates whether Fair Trade Organizations (FTOs) are able to adhere to their principles of social justice and development goals as they enter mainstream markets which are dominated by neo-liberalism, unequal terms of trade and propagation of the ‘free market’ principle. Through a case
study of Sasha-a craft marketing Fair Trade Organization in Kolkata, India, the paper shows shifts in the development of the FTO, the introduction of a certification regime and the emerging contradiction between the intentions of the FTO and its actual practice in the contemporary period. The implications
of shifts in orientation from solidarity based notions of social justice to market oriented social justice, in particular on the weakest link and most vulnerable section who are women craft workers at the bottom of the production chain are investigated. A production chain analysis of handicraft production gives evidence of violation of FT principles and ILO’s decent work norms and also reveals characteristics of the informal economy with producers having no entitlements to minimum wages, or
social security benefits. There remains gender bias in the employment of women in the fairtrade production chain. The data shows that there is no challenge to gender segmentation and in fact a reinforcement of the feminine stereotype. Declining partnership with cooperatives, rising partnership
with large scale NGOs and setting up of a Business Development Unit within the organization are some of the strategic shifts in the FTO. These shifts and the lack of implementation of FT principles indicate that the FTO is succumbing to the logic of the neo liberal mainstream market resulting in a drift away from the social justice principles within the Fairtrade Network. While onstage FTO’s use the principle of ‘fairness’ particularly in relation to Northern Corporations, this notion of fairness is
not extended to the lower end producers through which they are expanding in the global market.","['Fairtrade', 'Social Justice', 'Neoliberal Market', 'Neoliberal Market', 'Gender', 'Production Chain', 'India']"
"Household Diplomacy, Responsibility and Control: Income Access and Women's Agency in Bangladesh","Haque, Tania",2008,['Chhachhi Amrita'],International Institute of Social Studies,"This study examines the implications of middle class women’s access to income earning opportunities and control over income which determines their position in intrahousehold gender power relationships. Empowerment of women by employment is a new orthodoxy in the development discourse since 1990s. In the bargaining approach it is well explained and argued that income –earning strengthens the intra-household position of women , where patriarchal structure play the predominant role and
perpetuates the pervasive nature of gender inequality. Sen has argued through his household bargaining model that “outside earnings can give women a better breakdown position, a clearer perception of her individuality and well being, higher perceived contribution to the family economic position” (1990:144). The research will show that even though women are gaining power economically, there is no corresponding improvement in their bargaining power. Women continue to view the non-economic contributions of their husbands as more important than their own
economic contributions. This study critically assesses this roposition based on the feminist model of the dynamics of intra-household relations and the concept of Intersectionality. It explores how the intersection of gender with social-class, religion
and culture shapes the experiences of middle class women differently from men within the household in Bangladesh. This works as a base of normative theoretical argument. Based on primary data, a critical analysis of the social and institutional arrangements within middle class households is undertaken. This study uncovers how the intersectional experiences produce chains of discriminations for women who are at the junction point of these interactions.","['intra-household allocation', 'Sen’s household bargaining model', 'middle class women', 'gender power relations', 'control over wage', 'Bangladesh']"
Friend or Foe: the Male Change Agent and Construction of Masculinities in the Fight against Domestic Violence in Kenya,"Kathurima, Yvette Wambura",2008,['Zarkov Dubravka'],International Institute of Social Studies,"Men as a gendered category have rarely been considered in development programmes or studies. Through the experiences of MEGEN members, this paper brings into visibility men as gendered subjects. The paper begins by deconstructing the usual binary of male perpetrator, female victim by looking
at domestic violence from the perspective of plural masculinities. Through discourses, it highlights the construction of gender norms and consequently the construction of gender hierarchies. Through violence as social practice, the paper delves into engagements of MEGEN members either as witnesses,
victims or perpetrators of violence. Moreover, it delineates the transitions of these identities from childhood to present day activism against violence. A running theme in the paper is that the dominant violent masculinity is created and reinforced through institutional and discursive practices of the family,
marriage and kinship to subordinate alternative masculinities. However, it also argues for possibilities of alternative voices to be heard through interventions that engage the non-violent, peaceful man. The paper concludes with the assertion that the ‘male change agent’ is a friend and not a foe and efforts to
curb domestic violence should indeed involve him.
Relevance to Development Studies
Gender and development studies have since inception been seen by some as ‘women’s studies’ in design. This means a ‘for women, by women’ approach was taken to issues that should otherwise be tackled from a relational point of view. By introducing men and masculinities, this paper challenges the womenonly approach and explores the construction of masculinities in the fight against domestic violence. Thus, my contribution to development literature is in bringing together studies of changing and multiple masculinities with studies
of domestic violence.","['Gender', 'Masculinities', 'Domestic Violence', 'Violence against Woment', 'Gender Based Violence', 'MEGEN', 'Change agent', 'Kenya']"
The Politics of the Clean Development Mechanism: A ton of carbon here is the same as a ton of carbon there?,"Cabello L., Joanna",2008,['Arsel Mural'],International Institute of Social Studies,"This research paper explores how the Kyoto Protocol’s Clean Development Mechanism inserts itself in the antagonistic relationship of a green capitalism. While expanding the accumulation by dispossession forces of capitalism, is being considered legitimately green behind a face of apolitical and neutral. This mechanism is explored through two perspectives: a structural critique on the ideological underpinnings of it, and an actor and power analysis, which reflects the politics embedded within its privatized governance architecture. The CDM is considered instrumentally constructed in a process of neoliberal expansion and private governance within the climate change negotiations, as well as reinforcing the very social values that are the root of this environmental problem. This paper tries to clarify how large investments in technological transfers to developing countries in the name of ‘sustainable development’ in exchange of carbon credits or ‘permits to pollute’ for industrialized countries is deepening the capitalistic process of accumulation by dispossession in a local and a global level. From an activist perspective, this paper hopes to contribute to the understanding of the changing configurations of power within the CDM governance so that structural changes on the power relations can be assessed for a transformative action.","['climate change', 'clean development mechanism', 'politics', 'power', 'private governance', 'green capitalism']"
Reformasi in a Javanese (de)forest(ed) Village: Moving Toward Greater Social Differentiation?,"Uzair, Achmad",2008,['White Ben'],International Institute of Social Studies,"After massive teak looting in early 2000, Perhutani, state-owned forest company introduced a joint forest managemen program in Java. Unlike previous forest management policy, this program gives a legal foundation for forest villages to gain access both to timber and non-timber resources. Overall, this program aims to improve community's welfare and encourage their participation in forest management. However, looking at the practice of the program in a Javanese village in Jepara, the implementation of the program proved to serve different purposes. Instead of realizing those aims, the program practice does not really mark a shift from previous security paradigm to prosperity paradigm as it claims. It tends to extract more villagers' labours for the sake of timber/hardwood growth than share responsibilities for forest sustainability and economic development. Plan of distributing sprofit sharing from the joint forest management will also likely deepen the existing social differentiation from Javanese agrarian since it no longer extract landless villagers' labour for one particular patrons but also for village elites and state enterprise.","['Joint forest management', 'Java', 'Perhutani', 'Social Differentiation']"
Politics of Ethnic Discrimination and Resistance: The Chinese Ethnic in Indonesia 1998-2008,Sujarwoko,2008,['Kurian Rachel'],International Institute of Social Studies,"This paper explores the complexity of the Chinese discrimination issue in Indonesia, particularly from 1998 to 2008. What is now known as the Chinese discrimination in Indonesia is a result of a long lasting application of discriminative policies since Dutch colonial era to President Soeharto era in 1998. This paper explores how the Chinese react against discrimination both politically, based on social movement, identity, inclusion, and resistance theories. The forms of movement (through political party, through ethnic association, and through NGOs) are first examined. Then, the study explores the obstacles and opportunity of each movement, and how effective they are in order to fight against discrimination.","['Indonesia', 'China', 'Tionghoa', 'Chinese', 'Social Movement', 'Discrimination', 'Identity', 'Racism', 'NGOs']"
“Decision to Enrol or Not in Health Insurance Scheme”: Views from North Tongu District (Ntd),"Hottordze, Alexander Roosevelt",2008,['Messkoub Mahmood'],International Institute of Social Studies,"Mutual Health Insurance Schemes (MHIS) have been developed and promoted as mechanisms to offer protection to poor households from the risk of ill-health, death and loss of assets. However, the introduction of the North Tongu Mutual Health Insurance Scheme (NTMHIS) witnessed some mixed feelings and mistrust for political reasons and fear about the workability of the scheme due to experience with collective arrangements. Surprisingly, therefore, within its three year implementation period, the scheme recorded an impressive coverage of about fifty percent of the entire population. However, little evidence exists to explain reasons for this surprise at the district level. The study investigated why households enrolled in the NTMHIS to that extent. The study arrived at evidence which suggests that the ability of enrolled households of North Tongu District (NTD) to construct a link between their choice for insurance and the trust they have in both the scheme management and service providers emanates from the fact that their expectations are being met and this, coupled with the fact that premium is within the reach of majority, contributed significantly to the increase in enrolment in the NTMHIS. Additionally, innovative public education strategy and balanced power relations within most households and preference for insurance to user fees have all explained why people enrol in the NTMHIS. The study, however, found that, in spite of government’s effort at bringing premium within the reach of majority and her relief package for the core poor, some category of households still remain excluded due to lack of cash to pay. Scepticism among non-enrolled households, which was also partly bred by the failure of some enrolled households to participate in some sensitization activities of the scheme; hostile attitude of some health staff, and previous experiences with collective arrangements all explained why others remain uninsured. It is suggested that to ensure generally improved access to health care for majority, Government should consider focusing on preventive health to 12 avoid possible premium increase that has the potential to exclude many more households in the scheme, sensitization programmes must be critically evaluated and bureaucracy in registration process minimized. There is the need also for service providers to be given adequate training to demonstrate high level of professionalism in the discharge of their duties. Besides, government should not only modify the relief package for the core poor but also ensure that those who have still been excluded due to lack of cash to pay are brought on board by paying premium in kind, using their farm produce. Finally, NTMHIS is to tailor its marketing strategies to cater for those with less or no education as a way of improving access to care for many more households.
Relevance To Development Studies :
‘Health, it is said, is Wealth’ Unfortunately, the major development challenge facing greater population around the globe especially in low and middle income countries is inaccessibility to health care, occasioned by problem of health care financing. It is hoped that when factors that contribute to the surprisingly high enrolment in the new initiative in a typically low income environment like NTD is unravelled all other areas, for that matter, countries, will emulate and improve access to health care for their people.","['health insurance', 'health financing', 'access to health care', 'Ghana']"
Community-Based Fishery Management in the Post Conflict Situation: a Case Study in Coastal Villages North Maluku,"Sidayat, Mardiyani",2008,['Dunham David'],International Institute of Social Studies,"The paper uses a case-study of the coastal villages in North Maluku, Indonesia that is in the process of reconciliation between the Muslim and Christian. The paper attempts to contribute to the understanding of the use of Community
Based Fishery Management (CBFM) in facilitating the reconciliation process in the post-violent conflict. The paper begins by examining catalyzed factors contributing to the use of CBFM in the post violent conflict period. Subsequently, the paper continues by exploring the outcomes of CBFM and its
affect in rebuilding relationships. The paper ends with briefly analyses to the sources of tension which perhaps come out from a control over fishery resources and unequal power relations between the Muslims and the Christians. This study found that it is possible for CBFM to facilitate the reconciliation with respect to two factors. Firstly, shared rules and cultural
values promote cooperative behavior and enhance solidarity. And secondly, the role of the community leader as a mediator of community allows disputes to be settled in relatively fair and amicable manner. It is hoped that a lesson from this study can be applied to provide an understanding of the traditional community-based management and its dynamic role in helping to facilitate the reconciliation.","['Community Based Fishery Management', 'fishery resources', 'coastal fishery', 'rural communities', 'post conflict reconciliation', 'Christians', 'Muslims', 'Indonesia']"
