title,author,date,supervisor,faculty,abstract,keywords
"Cultural policies development in safeguarding and preserving
intangible cultural heritage: the case of Flamenco",E. Herranz Rubio,2018-08-01,['A. Mignosa'],"Erasmus School of History, Culture and Communication","The development of cultural policies is not an easy task. Moreover, there are specific
kind of policies that become increasingly complicated to develop. Especially when referring
to some topics, as intangible cultural heritage, and particularly, the case of Flamenco, given
the specific characteristics of these items. The aim of this thesis is to analyse what is
nowadays being done in terms of cultural policies for the safeguarding, preservation and
growth of Flamenco and what can be do in the near future. At the same time, the present
research strives for serve as starting point for reflection on the Flamenco safeguarding to
improve the future cultural policies for Flamenco as intangible cultural heritage. A wide
literature has attempted to explain the general characteristics of cultural policies, intangible
cultural heritage and Flamenco under the framework of the UNESCO. The analysis has been
carried out by asking the people responsible for transmitting it from generation to generation.
By conducting interviews with Flamenco community members, this qualitative study attempts
to investigate the current situation of Flamenco since in November 2010, it was included in
the UNESCO “Representative List of the Intangible Cultural Heritage of Humanity”. But
also, the research seeks to analyse the lines of action that the Flamenco community suggests
as more convenient in the safeguarding Flamenco.","['Cultural Economics', 'Cultural Entrepreneurship', 'Heritage', 'Intangible Cultural Heritage', 'cultural policies', 'safeguarding', 'Flamenco community']"
De religieuze existentie en de beweging van de herhaling bij Kierkegaard,D.M.A. Prins,2018-08-01,,Erasmus School of Philosophy,"This thesis examines the importance and urgency of Kierkegaard’s work for our present time, based on an oft-forgotten and overlooked religious concept in his authorship: Repetition. Although Kierkegaard’s remarks on repetition are relatively scarce considering his body of work in its entirety, I argue that repetition is the single most crucial category of what Kierkegaard calls ‘religious existence’. Kierkegaard decisively links repetition to individual freedom and the individual’s reconciliation with eternity. This thesis demonstrates that what Kierkegaard means by this, is that God not only confronts the individual with the love that he harbors for mankind in the possibility of a new self through the forgiveness of sins, but also with the individual will towards the absolute task of repeating the love and forgiveness he reveals, in relation to all mankind. Based on this confrontation with the will towards the absolute task of loving one’s neighbor, this thesis aims to illustrate what religious existence truly means for Kierkegaard, and what this in turn could and should mean for our relation to Christianity in our present time, and for our relation to Christianity in the future.",
"Legitimate or illegitimate - 
Public opinion concerning the seizure of Dutch merchant vessels in American ports in 1918",Elise Burggraaf,2018-07-31,['M.R.M. Straver'],"Erasmus School of History, Culture and Communication","In March 1918, the US government needed shipping space to get troops to Europe. To acquire enough ships, Dutch vessels in American ports were seized. The US government claimed the seizure was legitimate while the Dutch government argued the opposite. American and Dutch newspapers followed the events and expressed their opinions. Newspapers were the only source of information for people during the First World War and influenced public opinion, but they were also influenced by public opinion. An analysis of two American and two Dutch newspapers’ way of reporting on the seizure explains which factors caused the newspapers to agree or disagree with their respective governments.","['history', 'America', 'Netherlands', 'maritime history', 'ship', 'newspaper', 'World War I', 'Los Angeles Times', 'New York Times', 'Algemeen Handelsblad', 'De Telegraaf']"
"The Crusader Coalition - 
Crusading Rhetoric in the Islamic State's Magazines Dabiq and Rumiyah",R. de Jager,2018-07-31,['D. Douwes'],"Erasmus School of History, Culture and Communication","Since the turn of the century, jihadist terrorist organizations have increasingly made use of social media outlets and the Internet to disseminate their propaganda. A recent case in point is the Islamic State, which uses the Internet to share its online magazines Dabiq and Rumiyah with its audience. These magazines provide an in-depth look into how the Islamic State interprets the world and how it frames this worldview for its audience. In constructing its worldview, the Islamic State uses historical analogies and other forms of rhetoric that link the current struggle to the era of the Crusades. This research has explored how the Islamic State uses such crusading rhetoric in framing its worldview in Dabiq and Rumiyah. The methodology used in this research rests on the three framing techniques of diagnostic, prognostic, and motivational framing, which were applied on several articles from Dabiq and Rumiyah in which the use of crusading rhetoric was prevalent. From these case-studies became evident that the use of crusading rhetoric is central in the construction of the diagnostic frame, which rests on a rigid dichotomy between 'camp of Islam'  and the 'Crusader Coalition.' The prognostic frame and the motivational frame included much less crusading rhetoric. The main reason for this is the shift from interpretation to divine obligation and faith: in the prognostic and motivational frame Allah's promises for victory and the divine obligation of waging jihad were central. Crusading rhetoric was only used to make sense of the world in a way that would accommodate violent interpretations of Islam. This construction of a worldview rested on subjective interpretation rather than the divine prescriptions used in the prognostic and motivational frames.","['ISIS', 'Islamic State', 'framing', 'discourse', 'Salafism', 'jihadism', 'Dabiq', 'Rumiyah', 'crusade', 'crusading rhetoric', 'tawhid.']"
"Migratie en nationale identiteit in de atletieksport: een vergelijkende analyse tussen Bahrein, Qatar en Turkije 1998-2016",J. Schulting,2018-07-31,['G. Oonk'],"Erasmus School of History, Culture and Communication","Migratie en nationale identiteit in de atletieksport: een vergelijkende analyse tussen Bahrein, Qatar en Turkije 1998-2016","['Migratie en nationale identiteit in de atletieksport: een vergelijkende analyse tussen Bahrein', 'Qatar en Turkije 1998-2016']"
"De paradox van de spirituele ontwaking - 
De toekomstverwachtingen van de Orde van de Ster in het Oosten in het tijdschrift De Ster, 1914-1929",Y.Moret,2018-07-27,['R.J. Adriaansen'],"Erasmus School of History, Culture and Communication","In dit onderzoek worden de tijdschriften van de theosofische vereniging de Orde van de Ster in het Oosten tussen 1914 en 1929 onderzocht, alsmede literatuur die het bestaan van de Orde en de tijdschriften verklaren. Naar aanleiding van dit onderzoek ben ik tot de conclusie gekomen dat een theosofische organisatie, die diende ter facilitering van de toekomstverwachtingen van de leden, een christelijke vorm kreeg en sterk leek op een christelijke adventistische beweging. De Orde van de Ster in het Oosten kreeg veel aanhang door de invloed van de aangewezen Wereldleraar Jiddu Krishnamurti’s, maar waarschijnlijk ook door de invloeden van de oprichters van de Orde, Annie Besant en George Arundale, die de Orde bewust een ‘christelijke’ Orde maakten. Het op die wijze vormen van een nieuwe religie wekte bij Krishnamurti veel weerstand op, waardoor hij in 1929 de Orde ophief. 		De paradox in het streven naar verlichting is goed zichtbaar in de Orde van de Ster in het Oosten. De leden streefden naar een tijdperk van verlichting, maar Krishnamurti wees de leden erop de verlichting niet in de toekomst te zoeken maar in het huidige moment. Deze paradox zou echter alleen in het ‘streven’ kunnen zitten. Logischerwijs kan er in de toekomst een nieuw tijdperk aanbreken, voor zover wij die definiëren, als de mensheid het massaal voor elkaar krijgt spiritueel te ontwaken. Dat wil zeggen, de aandacht volledig weet te richten op het nu.",
"Seven Seconds
Remediation of the 1944 Westerbork film and West European memory
of the Holocaust",R. Aitken,2018-07-25,['C. Ribbens'],"Erasmus School of History, Culture and Communication","What images do you think of when thinking about the Holocaust? Anne Frank? Images of  hollow-eyed men in striped uniforms? Trains full of people slowly leaving stations? Or maybe you even think of a girl with a white headscarf standing between the doors of a cattle car, staring at the camera. 

This last image was filmed in transit camp Westerbork in the Netherlands and it is part of what we now know as the Westerbork film. It was commissioned in 1944 by German camp commander Albert Gemmeker and shot by Jewish Westerbork prisoner Rudolf Breslauer. The film shows, among others, images of life in the Westerbork camp and the transportation of Jews, Roma and Sinti from this camp to Auschwitz and Theresienstadt. The film was never finalised, because Breslauer was deported to Theresienstadt and later to Auschwitz before it was completed. 
	 The Westerbork film images are unique and vitally important as a primary historic source as they are the only moving images of a concentration camp in operation filmed during the Second World War. In 2017 the value of this film was recognised globally by UNESCO when the film and its script were included into the UNESCO Memory of the World programme as global documentary heritage, taking its rightful place next to, for example, the already world famous diary of Anne Frank. 	
The images of the film have been re-used in many different ways over the past decades, from shots such as the girl with the white scarf and the arriving and departing transports, to the starkly contrasting images of a cabaret show and soccer match.
There is only a very limited amount of footage of the Holocaust, especially moving images. This scarce material is therefore of grave importance for how our memory of the Holocaust is shaped , as it is these images - and only these images - which have constantly been remediated. This thesis examines the following research question: How and to what extent have the images of the Westerbork film contributed to the collective memory of the Holocaust in Western Europe? It uses a case-study approach analysing four documentaries from different eras and countries which use images from the Westerbork film. The documentaries are Nuit et Brouillard (1955, French), Gezicht van het Verleden (1994, Dutch), Anne Frank Remembered (1995, British) and Respite (2007, German).","['Holocaust', 'Memory', 'Collective memory', 'Remediation', 'transit camp Westerbork', 'Westerbork film', 'Nuit et Brouillard', 'Gezicht van het Verleden', 'Anne Frank Remembered', 'Respite']"
Kwestie van wantrouwen,M.A. 't Hart,2018-07-24,,Erasmus School of Philosophy,"Het verlies aan vertrouwen in maatschappelijke systemen is de afgelopen jaren een dominant onderwerp in de media en wordt gezien als een bom onder de democratische samenleving. Onze gegevens blijken niet altijd veilig te zijn en verkiezingen kunnen door de media worden gemanipuleerd. De verleidende macht van de media, die Jean Baudrillard de vorige eeuw al in het vizier had, wordt een aantal decennia door de vertrouwenscrisis opnieuw duidelijk. Het is tijd voor een analyse over wat vertrouwen nog betekent in een maatschappij waar beelden uit de media de realiteit bepalen. In de zoektocht naar hoe we het vertrouwen terug kunnen winnen blijkt wantrouwen niet alleen een bedreiging te zijn, maar ook te leiden tot een beter begrip over de werking van de media en onze eigen vooroordelen.",
Het moeras in andermans ogen,J. Poels-van Vegchel,2018-07-22,,Erasmus School of Philosophy,"Sartres meest geciteerde uitspraak is ‘De hel dat is de anderen’. In deze thesis wordt deze uitspraak uitgelegd aan de hand van Sartres hoofdwerk Het Zijn en het Niet. Wat gebeurt er als een ander mijn blikveld in komt en vooral: wat gebeurt er als de ander mij ziet? Door de blik van de ander wordt ik tot object gemaakt. Mijn vrijheid wordt mij ontnomen omdat de ander in zijn volledige vrijheid een oordeel over mij velt waar ik geen vat op heb. In plaats van God is het de ander die mij beoordeelt, dat maakt de ander tot de hel.",
"Occult socialism? - 
Dutch theosophists’ perspectives on social reform and social engagement between 1897 and 1930",J.L. De Jong,2018-07-20,['A. Baggerman'],"Erasmus School of History, Culture and Communication","This thesis focusses on the ideas of members of the Theosophical Society in the Netherlands about their role as theosophists in society, and the ways in which theosophical dogmas such as karma, reincarnation, and spiritual evolution related, according to Dutch theosophists, to social responsibility and social engagement. Central in this thesis is the following question: ‘to what extent did Dutch theosophists, between 1897 and 1930, view social engagement as an earthly means to actualize their occult beliefs?’
	A commonly shared idea amongst Dutch theosophists was that their contemporary modern society was increasingly dominated by materialistic culture, which they associated with nihilism and hedonism. This ascendant materialism and lack of spirituality in the West was believed to be the primary cause for the many problems of modern Western society, and the only remedy for it was a spiritual revival. Dutch theosophists believed that they had a responsibility to be the agents that would facilitate this spiritual revival by means of the study of all religions to uncover the hidden wisdom they believed formed the fundament of all religion. They believed it was up to theosophists to actively promote spiritual knowledge in modern societies and actively engage in spiritual practice, which would, over time, change human nature and, through a process of spiritual evolution, lead to a better world. 
	Influenced by new leadership and the emergence of a new generation of Dutch theosophists, debates steadily shifted between 1908 and 1914 towards the ways in which theosophical knowledge of spirituality could aid active social engagement and in solving social issues such as the miserable conditions of the working class. It was believed that developing an understanding of the cosmic laws of karma and reincarnation could aid all (theosophical and non-theosophical) social reformers, by, for example, proving that inequality was an inherent aspect of the universe, rather than the consequence of capitalism. During this shift towards practical implementations of theosophy, Dutch theosophists attempted to formulate spiritually inspired alternatives to Marxist theories used by materialistically orientated socialist reformers. Throughout the debates of Dutch theosophists regarding their role in society, however, a dilemmatic ambiguity surfaced time and again that proved to be a problematic, yet fundamental element of the theosophical discourse: the tension between individual responsibility and external aid in relation to achieving spiritual revival and enlightenment. The fundamental tension in the theosophical discourse about the relation between theosophy and social engagement was whether spiritual enlightenment and the related spiritual revival of society was achievable by individuals, or only reachable through the aid of external, supernatural agents. The failure to solve this theoretical puzzle can be said to have strongly contributed to the eventual downfall of the Theosophical Society at the close of the 1920s.","['theosophy', 'social engagement', 'social responsibility', 'karma and reincarnation', 'occultism', 'Theosophical Society in the Netherlands', 'spiritual revival', 'materialism', 'humanitarian reform movements.']"
"‘You’ve got to bleep one single word, though.’",J. Dekkers,2018-07-20,,Erasmus School of Philosophy,"In deze scriptie wordt onderzocht hoe racisme in tijden van sociale media in het alledaagse taalgebruik voorkomt. Dit wordt gedaan door middel van een behandeling van de zwarte – en witte zelfrepresentatie, aan de hand van respectievelijk Achille Mbembe’s Critique de la raison nègre (2013) en Gloria Wekkers White innocence (2016). De concepten die naar voren komen zijn onder andere het ‘menstype Neger’, een poging tot zelfbeschikking van dit menstype en foutieve constructies van het zelf. Ook wit privilege, witte onschuld, witte onwetendheid, wit ongemak en white entitlement staan centraal. Na de vorming van dit theoretische raamwerk wordt dit gerelateerd aan een voorbeeld van racisme op sociale media: het gebruik van de Afro-Amerikaans Engelse term ‘nigga’ door witte mensen binnen de wereldwijde hiphopcultuur. Concluderend kan er gezegd worden dat de term, uitgesproken door een wit persoon, analogisch is voor de manier waarop racisme in tijden van technologische vooruitgang door de kieren van het alledaagse glipt.",
Geliefd en verguisd - De receptie van Johann Kaspar Lavaters fysiognomisch werk in de Nederlandse literaire wereld in de periode 1780-1800,M. Langeveld,2018-07-19,['A. Baggerman'],"Erasmus School of History, Culture and Communication",,
Capital and Capability,T. Visser,2018-07-18,,Erasmus School of Philosophy,"This thesis aims to reconstruct the moral arguments that remain implicit in Thomas Piketty’s book Capital in the Twenty-First Century. It will be argued that the growth of inequality is being shaped by a self-reinforcing dynamic between political institutions and economic developments. Based on the principle of justice as fairness, institutions should regulate inequalities so that they are beneficial to all members of society, and most importantly the least well-off. Instead, inequality of income has resulted in political inequalities. The growth of income inequality jeopardizes the political and economic institutions tasked with protecting justice in society.",
"Plato, and the Fractal Geometry of the Universe",N. Heidari Tari,2018-07-18,,Erasmus School of Philosophy,,
Op weg naar de bergen! De natuurbeleving van zes Nederlandse reizigers in Zwitserland tussen 1850 en 1871,M.J. Goudemond,2018-07-18,['A. Baggerman'],"Erasmus School of History, Culture and Communication","De romantiek in Nederland en negentiende-eeuwse Nederlandse reisverslagen zijn twee onderwerpen die in Nederland weinig zijn onderzocht. Daarom worden beide onderwerpen in deze scriptie samengevoegd tot onderzoeksonderwerp. In dit onderzoek worden zes Nederlandse reisverslagen over Zwitserland uit de periode 1850-1871 onderzocht op de sporen van de romantiek. De vraagstelling daarbij luidt: in hoeverre kunnen deze zes Nederlandse reizigers in de periode 1850-1871 als romantische reizigers worden omschreven? Aangezien de romantiek een te breed onderwerp was voor een scriptie, is gekozen om alleen de hernieuwde natuurzucht onder de romantiek te onderzoeken. Romantici zochten naar verheven indrukken in de natuur om hierdoor overweldigd te worden. Tijdens het secundair onderzoek bleek ook dat in de tweede helft van de negentiende eeuw de overtuiging groeide dat berglucht een geneeskrachtige werking had en dat de wil om de natuur te beschermen voortkwam uit geloofsovertuigingen uit Bijbelse tijden. Aangezien beide onderwerpen verbonden zijn met de natuur, zijn de theorieën hierover getoetst in deze scriptie. Als analysemethode werd gekozen voor de discoursanalyse en ‘text in context’ methode. Hierdoor werd het mogelijk om de uitspraken of beweringen van de schrijvers van de reisverslagen te plaatsen in hun tijd en te concluderen of deze romantisch waren. Het theoretische kader werd gevormd door de ‘tourist gaze’ theorie van de Engelse socioloog John Urry. Volgens deze theorie gaan mensen op reis met een beeld over en verwachtingen van hun reisbestemming. Hun opmerkingen over hun reis zeggen daarom iets over de samenleving van de reiziger en niet de bezochte. Er is onderzocht of de reizigers het verleden met het heden verbonden, zij genoten van de natuur en hun gevoelens daarbij uitten, zij reflecteerden op hun eigen plaats (functie) in de wereld, wat zij van de (dominantie) van de natuurwetenschappen vonden, welke plaats het geloof had in hun reis, of zij opmerkingen maakten over een geneeskrachtige werking van de natuur in het algemeen en de berglucht in het bijzonder, en wat zij vonden van andere reizigers (toeristen) en de groeiende infrastructuur die nodig was om toeristen in hun behoeften te voorzien en de impact daarvan op de natuur. Door de resultaten van de discoursanalyse af te zetten tegen vastgestelde romantische kenmerken in de secundaire literatuur kon per vraag worden beantwoord in hoeverre de reiziger voldeed aan het betreffende kenmerk. Vervolgens werden alle antwoorden op de deelvragen bij elkaar genomen, waaruit kon worden geconcludeerd dat vier van de zes reizigers bijna alle romantische kenmerken bezaten en dus romantisch waren. Uit dit onderzoek blijkt dus dat de romantiek in ieder geval doordrong tot sommige delen van de Nederlandse samenleving.","['romantiek', 'negentiende-eeuwse Nederlandse reisverslagen', 'Zwitserland', '1850-1871', '‘tourist gaze’', 'natuurzucht', 'gevoel', 'overweldiging', 'genezende natuurlijke omgeving', 'de natuur en het geloof']"
Critical Analysis of Peter Singer’s “One World Now”,A. Pappalardo,2018-07-17,,Erasmus School of Philosophy,"From the dawn of time, for we were provided with the gift of reflexivity, were able to determine to a certain extent the state of things through judgment. However, given the singularity of our compositions, it was hardly ever the case that these judgments coincided completely. Thus the struggle to find guiding principles remained. In One World Now, Peter Singer contributes to this ongoing debate by defending a global utilitarian ethics as a prerequisite to tackle the biggest challenges of our time. The modest aim of this paper will be to scrutinize the oughts he advocates for, and assess the underlying ethical stance.",
TRANSFORMATIVE EXPERIENCES AND HOW TO LIVE LIFE TO THE FULLEST WHILE KEEPING IT RATIONAL,F.Ö. Ulusoy,2018-07-15,,Erasmus School of Philosophy,"How can individuals compare alternative futures to make rational life-changing decisions when they cannot foresee how the aftermath of their decision might change their tastes and preferences? In Transformative Experience, Laurie Paul (2014) argues that some experiences in life cause epistemic and personal transformation to the extent that their outcomes fundamentally affect individuals’ tastes and deliberations, and even change their selves. Paul identifies two problems that transformative experiences pose for decision-makers. When making choices about such experiences, individuals cannot first-personally imagine what the experience is like to make informed evaluations regarding their taste for it and have an ‘information problem’. Secondly, they cannot make judgments about their post-experience self at the time of the decision to choose between their current and future selves, which have different preference sets so they have a ‘preference-change problem’. Due to these two problems, individuals cannot follow decision-theoretic rules of evaluation to build a rational and complete preference-order for alternative futures. Nevertheless, Paul suggests that to make transformative decisions in accordance with the normative standard of rationality, people can decide whether they prefer the revelation of the new experiences and new selves entailed. 
This thesis aims to address the role of revelation—i.e. ‘the preference for discovery of new experiences’ in solving the problems that are caused by transformative experiences in a way that the decision-makers can still apply the normative standard of rationality. Accordingly, I first discuss Paul’s suggestions and then engage with the critics of Paul who propose their own solutions to make informed transformative choices and to compare alternative futures. I argue that the revelation strategy, by and large, fails to solve the problems of transformative experiences in accordance with the normative standard of rationality. In terms of the information problem, the revelation strategy does not incorporate enough experience-specific factors that individuals may need to make their decisions. Regarding the preference-change problem, having a taste for the discovery of new experiences alone is not sufficient to develop higher-order preferences to change one’s current preferences and to discriminate between various transformative experiences. The critical engagement with the debates on Transformative Experience also fails to yield satisfying suggestions to improve the revelation strategy in a way that it can fulfil Paul’s project. 
Key words: Transformative Experiences, Life-Changing Decisions, Preference Change, Epistemic Transformation, Personal Transformation, Revelation Strategy, Revelatory Value, Rational Choice, Decision Theory.",
Time to (intra-)act,M. Dillen,2018-07-15,,Erasmus School of Philosophy,,
The Ethics of Climate Change Mitigating Intensification,P. Bisello,2018-07-12,,Erasmus School of Philosophy,"This thesis deals with the ethics of intensive animal farming, and in particular with the question of whether intensifying animal farming is ethically justified insofar as it helps mitigating climate change. From the assumption that we have an ethical obligation to mitigate climate change, this thesis offers an analysis of why we should or should not do so by promoting forms of animal farming that are otherwise deemed ethically problematic, for example because of their negative impact on animal welfare. Substantially, this thesis looks at the ethics of this climate change mitigating intensification through the different types of moral reasons involved in such action.",
