title,author,date,supervisor,faculty,abstract,keywords
Mobilizing strategies for environmental change,J. Valk,2016-08-14,"['J.S. Lee', 'M.N.M. Verboord']","Erasmus School of History, Culture and Communication","In recent years, there has been shift in the ways in which people support charities and non-profits. While
environmental groups and non governmental organizations (NGO) earlier depended on traditional
media and grassroots campaigns to get their messages heard, nowadays social media offers an additional
distribution method for their messages. However, up to now, the potential of online activism to bring
about social or political change has been debated. Advocates contend its positive contribution to
participatory democracy. Critics however, deride it as being so-called “slacktivist” activity that bear
minimal societal gain. The term ‘slacktivist’ is often used by critical scholars and practitioners who
describe a new type of activist whose participation solely entails partaking online and whose activity
bear minimal societal gain. As the act of ‘slacktivism’ becomes more and more commonplace, there is
much concern amongst charities and non-profits that this would conflict with or even replace traditional
forms of activism or political participation, such as donating money or partaking in a rally or protest.
This study contributes to this discussion amongst scholars and practitioners by analyzing the
mobilizing effects of efficacy messages on behavioral intent of environmental political participation.
The positive mobilizing effects of efficacy messages on political participation have been discussed in
the literature; however, minimal attention has been given to its specific effects on environmental
political participation. By means of an online experiment with a Dutch national sample (N = 215), this
study examines whether a fear-inducing or efficacy (internal, external, response) frame in (newspaper)
messages is a better predictor for environmental political participation. Furthermore, the mediating
effects of three discrete emotions (hope, fear, and anger) and the moderating effects of being considered
a mere slacktivist or activist are included in the conceptual model.
The findings of this study indicate that emotions fear and anger have a positive effect on
environmental political participation. When evaluating the effect of efficacy information on
environmental political participation, it appeared that such messaging had no significant effect on
perceived efficacy. Yet, the most important finding of this study is the existence of an indirect mediation
effect, meaning that the experiment reduces fear but then the reduction in fear overall reduces
participation level, despite fear’s positive contribution towards participation. Moreover, this indirect
mediation effect only happened significantly for slacktivists. The results of this study can serve as a
foundation for future studies that aim to research the effectiveness of efficacy information and emotions
on environmental political participation. As well as for practitioners in the field of environmental
communication in their mobilization strategies.","['environmental political participation', 'mobilization', 'internal efficacy', 'external efficacy', 'response efficacy', 'slacktivism', 'activism', 'mediation effects', 'hope', 'fear', 'anger']"
It takes two to tango,B.E.L. Korver,2016-08-14,"['F.M.M. de Goey', 'G. Oonk']","Erasmus School of History, Culture and Communication","The United States is in a curious relationship with the Commonwealth of Puerto Rico, a
U.S. unincorporated territory. Historiography concerning the political status of Puerto
Rico indicates a clearly distinguishable debate between critics (mostly non-U.S. scholars)
on the one hand who argue that the relationship between the continental States and
Puerto Rico resembles that of a colonial relation and U.S. scholars on the other hand that
avoid addressing the subject matter or put forth official, but ambiguous terms to defend
the relationship. The first group desires that the ambiguous relationship that has existed
since the U.S. acquisition of the island in 1898 should undergo a change so that Puerto
Rico’s status becomes internationally accepted. However, U.S. Congress, which has the
final jurisdiction over Puerto Rico’s status, seems to ignore the many requests regarding a
change in Puerto Rico’s status. The situation seems in sharp contrast with the way the
United States desires to globally present itself as a supporter of self-determination.
I assume that, despite the fact that U.S. Congress did not prioritize a status
change for Puerto Rico, Puerto Ricans have had beneficial interests in their unique
relationship with the United States and that this has had a role in why the territorial
commonwealth situation as it was constructed in 1952 is still intact. This thesis explores
the underlying interests that both the United States and Puerto Rico have in their
relationship and thereby focuses on three periods in history: 1898, the acquisition period;
1950s, the post-war era; and the 2000s, for recent developments.","['Puerto Rico', 'United States', 'status', 'twentieth century', 'debate']"
Playing to Lose?,T. Rijnberg,2016-08-11,"['C.R. Ribbens', 'M.C.R. Grever']","Erasmus School of History, Culture and Communication","In this thesis the author sets out to establish how WWII video games represent Wehrmacht soldiers when these games feature the German side as a playable faction. Because German soldiers in WWII video games are still often relegated to the role of ‘evil cannon fodder’ it is important to look at how games represent the Wehrmacht when they feature protagonists who are members of the Wehrmacht. By looking at the playable German narratives of Red Orchestra II – Heroes of Stalingrad (2011) and Company of Heroes – Opposing Fronts/Tales of Valor (2007/2009) using concepts from narratology and game studies several representative strategies emerge. The games are analysed on focalisation of the narrative, their use of historical sources, archival footage, propaganda and myths, and on the conditions set in-game which allow the German side to win a video game set in WWII. In looking at the focalisation of both German narratives it becomes apparent that focalisation does not always equate the point of view of the playable characters. Historical inaccuracies are compensated by presenting the narrative through use of propaganda and unreliable narrators. Elements of the ‘clean Wehrmacht myth’ as formulated by Alexander Pollak appear in both narratives but often work to counteract this myth. By studying the use of propaganda and symbols it becomes clear that accurate historical representation of Wehrmacht soldiers in video games suffers due to censorship laws concerning the use of National-Socialist symbols in the medium. Both games place a heavy emphasis on the psychological impact of the War on German soldiers, either through the use of embedded historical texts or through fictional personal narratives. By examining the games’ victory conditions the author establishes two victory paradigms applicable to a playable Wehrmacht, called: ‘quitting while you’re ahead’ and ‘postponing the inevitable’. The author concludes that, in representing the Wehrmacht in video games, game developers seem to prioritise psychological immersion over historical fidelity, although both games utilise historical source material throughout their respective narratives.","['game studies', 'Wehrmacht', 'World War II', 'representation', 'focalisation', 'historical fiction', 'historical semiotics', 'video games', 'history']"
Onverschillig verschil,Robert van Raffe,2016-08-11,,Erasmus School of Philosophy,,
Hard Choices,Akshath Jitendranath,2016-08-08,"['prof. dr. M.V.B.P.M. Hees', 'dr. C. Binder', 'prof. dr. J.J. Vromen']",Erasmus School of Philosophy,,
Populisme,Fabian van Dijk,2016-08-08,"['dr. G.H. van Oenen', 'dr. S. van Tuinen']",Erasmus School of Philosophy,,
De psychische malaise van de 21e-eeuwse westerse mens vanuit filosofisch perspectief,Robert van Helden,2016-08-07,"['dr. G.A.M. de Groot', 'drs. F.H.H. Schaeffer']",Erasmus School of Philosophy,"Hoewel de burgers van westerse samenlevingen in het algemeen aangeven tevreden te zijn met hun leven, blijken veel van hen het leven niet of nauwelijks aan te kunnen, met psychisch lijden als gevolg. In deze thesis wordt onderzocht wat de oorzaken zijn van het psychische lijden van de hedendaagse westerse mens. 

Aan de hand de analyses van Taylor en Verbrugge komen de (culturele en historische) ontwikkelingen aan de orde die hebben geleid tot de hedendaagse verhouding tussen het subject en de heersende cultuur. Het werk van Verhaeghe vormt de basis voor het leggen van de verbinding tussen de culturele ontwikkelingen van de afgelopen eeuw(en) en de hedendaagse psychische problematiek. 

De conclusie is dat de hoofdoorzaak van de psychische malaise van de hedendaagse westerse mens het gebrek aan gemeenschap is. Het is te simplistisch om te stellen dat het neoliberalisme hiervoor verantwoordelijk is. Wel heeft het neoliberalisme de individualisering van de westerse samenlevingen, die feitelijk al eeuwen aan de gang was, versneld.",
Ervaringsverhalen in beeld,L.C. Feenstra,2016-08-01,"['A.G. Fokkema', 'B.C.M. Kester']","Erasmus School of History, Culture and Communication","In de periode van 1946 tot 1968 komen ongeveer 300.000 repatrianten uit Nederlands-Indië naar Nederland. Tot deze groep behoren ook de Indische Nederlanders, de personen die na de Tweede Wereldoorlog in Nederlands-Indië de Nederlandse nationaliteit kregen. Bij hun aankomst in Nederland namen zij hun ervaringen, opgedaan tijdens de dekolonisatieoorlog, mee. Uit verschillende onderzoeken blijkt echter dat deze herinneringen verzwegen zijn gebleven. Er lijkt een ‘vergeven en vergeten’ houding te zijn die typerend is voor het postkoloniale tijdperk. Waarschijnlijk is er om die reden tussen 1969, het jaar waarin Indië-veteraan Joop Hueting getuigt over de geweldpleging van de Nederlandse troepen tijdens de politionele acties, en 2011 weinig media-aandacht geweest voor het koloniale verleden van Nederland. Deze maatschappelijke stilte lijkt de laatste jaren steeds meer te verdwijnen, zoals blijkt uit het feit dat er meer boeken uitkomen over de gebeurtenissen en vergeten verhalen en verzwegen herinneringen naar buiten komen.
Die verschuiving van stilzwijgen naar aandacht voor en discussie over de periode van de dekolonisatieoorlog en de repatriëring komt ook naar voren in de media. Media spelen namelijk, met hun berichtgeving als grootste bron voor informatie in de samenleving, een belangrijke rol bij beeldvorming. Zeker documentaires dragen met hun kijk op de dekolonisatieoorlog en de daaropvolgende repatriëring bij aan de beeldvorming in de samenleving. Dit onderzoek richt zich op de beeldvorming in documentaires die zijn uitgezonden op de publieke omroep, waarin ervaringsverhalen van Indische Nederlanders aan bod komen. De hoofdvraag luidt daarbij als volgt: Wat is de beeldvorming over de dekolonisatie van Nederlands-Indië en de daaropvolgende repatriëring van Indische Nederlanders, aan de hand van oral history in recente documentaires?
Met behulp van een kwalitatieve inhoudsanalyse is de beeldvorming in documentaires geproduceerd na 2011 achterhaald. Uit de analyse kwam naar voren dat de documentaires over het algemeen observerend en verklarend van aard zijn. Dat wil zeggen dat de documentaires de kijker thuis iets willen vertellen, iets willen uitleggen. De ervaringsverhalen van de Indische Nederlanders ondersteunen daarbij het argument over de werkelijkheid. Bovendien kwamen er in de documentaires verschillende perspectieven van Indische Nederlanders aan bod. In hun verhalen zijn er twee belangrijke thema’s te onderscheiden. De genocide die plaatsvond tijdens de dekolonisatieoorlog, waarbij een gehele bevolkingsgroep werd bedreigd om hun afkomst, en de Indisch Nederlandse identiteit. Het niet-Nederlands en het niet-Indonesisch zijn, heeft impact gehad op de Indische Nederlander. Ook de aankomst in Nederland heeft de Indisch Nederlandse identiteit bepaald. Om zo min mogelijk op te vallen en zich aan te passen aan de situatie besloten de Indische Nederlanders zichzelf het zwijgen op te leggen.","['Nederlands-Indië', 'dekolonisatieoorlog', 'Bersiap', 'repatriëring', 'documentaires', 'beeldvorming', 'oral history', 'ervaringsverhalen', 'Indische Nederlanders', 'Indisch zwijgen']"
Tussen klompen en Kaäba,J.S. Steenstra,2016-07-29,"['R.J. Adriaansen', 'D. Douwes']","Erasmus School of History, Culture and Communication","In het onderwijs wordt door het gebruik van burgerschapsdoelen steeds meer geprobeerd om leerlingen te leren zich te verplaatsen in een andere cultuur, religie of levenswijze. Dat kan worden gedaan met het gebruik van multiperspectiviteit. De ‘islamitisch-Arabische’ wereld is één van de culturen, religies of levenswijzen waar in aardrijkskunde- en geschiedenismethodes veel aandacht aan wordt gegeven. In dit onderzoek wordt de volgende onderzoeksvraag gesteld: hoe verandert het gebruik van (multi)perspectiviteit over de islamitisch-Arabische wereld in aardrijkskunde- en geschiedenismethodes in het voortgezet onderwijs tussen 1984 en 2014 en hoe is dit te verklaren? Door aardrijkskunde- en geschiedenismethodes uit drie verschillende periodes te analyseren kon worden gekeken hoe het beeld van de ‘islamitisch-Arabische’ wereld verandert in de schoolboeken. Door middel van het analyseren van het gebruik van focalisatie, het perspectief van de personage, wordt in dit onderzoek aangetoond dat er een verandering optreedt in de manier hoe in aardrijkskunde- en geschiedenismethodes wordt omgegaan met de ‘islamitisch-Arabische’ wereld. 
	Uit het onderzoek blijkt dat er op drie manieren veranderingen optreden in het gebruik van focalisatie. Ten eerste wordt sinds de jaren negentig meer gebruik gemaakt van een interne focalisatie in plaats van de externe focalisatie voor de jaren negentig. Dat betekent dat er meer vanuit het perspectief van de ‘hoofdpersonages’ wordt gewerkt en minder vanuit het perspectief van de schrijvers. Ten tweede wordt sinds de jaren negentig veel meer gebruik gemaakt van het benoemen van individuen en sinds 2000 wordt veel specifieker verwezen naar bepaalde groepen. In plaats van bijvoorbeeld ‘de moslims’ worden bronfragmenten gebruikt van personen met een islamitische achtergrond en wordt gesproken over ‘de Soennieten’. Ten derde zijn veel van de besproken onderwerpen veranderd in de tijd. Werd eerst armoede, conflict en religie benoemd, steeds meer worden andere onderwerpen besproken zoals de stad en de olie. 
	De veranderingen in het gebruik van (multi)perspectiviteit zijn te verklaren door veranderingen in de maatschappij en veranderingen in de didactiek. Begin jaren negentig werd veel kritiek geleverd op de manier hoe andere culturen behandeld werden bij aardrijkskunde en geschiedenis. Daarbij werd de Nederlandse bevolking zich steeds meer bewust van de multiculturele samenleving. Hierdoor ontstonden nieuwe methodes waar door gebruik van interne focalisatie vanuit de islamitisch-Arabische wereld veel meer aan insluiting werd gedaan. Tussen 2000 en 2006 veranderde bij aardrijkskunde en geschiedenis veel in het curriculum waardoor veel specifieker werd omgegaan met verschillende culturen, religies en levenswijzen. Een andere verklaring is de toegenomen aandacht voor burgerschapsvorming in het onderwijs naar aanleiding van de sinds het begin van de jaren 2000 steeds duidelijker wordende problematiek van de multiculturele samenleving.","['aardrijkskundemethode', 'Arabische wereld', 'beeldvorming', 'geschiedenismethode', 'islam', 'multiperspectiviteit', 'schoolboekenonderzoek', 'schoolboeken']"
By the Grace of Allah?,J.  Küpperfahrenberg,2016-07-28,"['D. Douwes', 'C.L.A. Willemse']","Erasmus School of History, Culture and Communication","Implementing  modern  values  into 
an  Islamic  framework
:  that  was  the  primary 
goal  of  I
slamic  moderni
sts,  a  religiopolitical  movement
in  nineteenth  century  Middle  East. 
The  intellectuals  constituting  the  movement  sought  to  adopt  Western  liberal  values,  which 
they  found  in  accordance  with  the  Islamic  scriptures.  This  paper  provides  an  analysi
s  of  the 
means  and  strategies  deployed  by  Islamic  modernists  in  order  to  establish  expertise  and 
credibility  for  their  audience,  to  legitimize  their  reformatory  claims  and  to  justify  the 
implementation of certain modern values.]","['Islamic Modernism', 'liberal Islam', 'modernity', 'political Islam', 'reforms', 'argumentation', 'constitutional  revolution', 'Middle East', 'Iran', 'Ottoman  Empire']"
Afrikaanse Droom,N. Joosse,2016-07-27,"['E.M. Jacobs', 'J.A. Baggerman']","Erasmus School of History, Culture and Communication","Vanaf 1857 handelt de Rotterdamse firma Kerdijk & Pincoffs in de Nederlandse koloniën aan het tegenwoordige Ghana en de monding van de Niger in West Afrika, en in het gebied rondom de monding van de Congo-rivier en het noorden van Angola in Zuidwest-Afrika. Vanaf 1869 gaat Kerdijk & Pincoffs op in de naamloze vennootschap de Afrikaansche Handelsvereeniging die de handel in Afrika overneemt. Het belangrijkste handelsproduct van Kerdijk & Pincoffs is palmolie. Na de afschaffing van de slavenhandel wordt palmolie het belangrijkste handelsproduct van de voormalige Afrikaanse slavenkusten. De handel in palmolie zal een belangrijke rol spelen in de opkomst van het imperialisme en de verdeling van Afrika door de Europese koloniale machten in 1885. 
In de gevestigde literatuur wordt Kerdijk & Pincoffs een succesvolle en groeiende handelsonderneming genoemd. In 1879 blijkt de slechte staat van het bedrijf echter verdoezeld te zijn door jarenlange fraude, en blijkt de firma een enorme schuld te hebben. De handel in palmolie in de negentiende eeuw wordt echter als zeer winstgevend beschouwd. De tegenstelling tussen de weergave van een voortvarende firma in een winstgevende handel en de slechte staat van het bedrijf en de enorme schuld komt naar voren in de meeste literatuur, maar wordt zelden benoemd of uitgewerkt. In de onderzoeken waarin de tegenstalling wel aan de orde komt wordt zelfs de drogreden gebruikt dat als de handel niet winstgevend zou zijn, er niet zo veel Europese handelsfirma’s actief zouden zijn in Afrika. 
Het gevestigde verhaal van de voortvarende handelsfirma wordt telkens overgenomen, en komt het zelfs naar voren in gerenommeerde werken als The Cambridge History of Africa. Uit nader onderzoek blijkt echter dat deze weergave niet strookt met de werkelijkheid. Primaire bronnen geven een veel negatiever beeld van zowel de handel van Kerdijk & Pincoffs als de handel in palmolie. De handel in palmolie wordt bemoeilijkt door de aard van de handel, de hoge concurrentie en de bescherming door koloniale overheden.  Kerdijk & Pincoffs heeft hierdoor veel moeite en kan slechts met moeite het hoofd boven water houden. Om aandeelhouders aan te trekken wordt veel moeite gedaan om de zaken er zo goed mogelijk uit te laten zien. Uiteindelijk leidt dit tot fraude van de directeurs. De zoektocht naar de oorzaak van deze tegenstelling leidt naar één centrale bron die door bijna elke auteur zonder kritiek is overgenomen: Afrikaansche Studien. Koloniaal bezit en particuliere handel op Afrika’s westkust van Robidé van der Aa uit 1871. In dit werk wordt de Afrikaansche Handelsvereeniging een voortvarende handelsfirma genoemd. Van der Aa baseert zich echter op cijfers die hij direct van de frauderende directeurs zelf gekregen heeft. Hieruit blijkt het belang van een kritische blik op de literatuur en de bronnen. Zonder deze kritische blik kan onjuiste informatie jarenlang overgenomen worden en een onjuist beeld van de geschiedenis weergeven.","['Palmolie', 'Handel', 'Negentiende eeuw', 'West-Afrika', 'Zuidwest-Afrika', 'Kerdijk & Pincoffs', 'Afrikaansche Handelsvereeniging', 'Imperialisme', 'Illegale slavenhandel', 'Rotterdam', 'Egodocumenten']"
Inspirational pressure to do something right,M.M. Schrijvers,2016-07-27,"['F.J.C. Brouwer', 'E.M.M.P. Loots']","Erasmus School of History, Culture and Communication","Cultural entrepreneurship has been researched, more specifically the use of this term by the Performing Arts Fund NL (the Fund) and how this term is put into practice by music organizations that have been and are included in the four-year subvention system. The business plan was presented as a measure implemented by the Fund to judge and enforce entrepreneurship. Combining literature study on cultural entrepreneurship and business plans, and semi-structured interviews with general managers, the practice was compared to the theory.
The general managers are quite positive about the subsidy process and feel privileged to be
included in the four-year cycle. Nonetheless, the statements of the general managers, especially
the considerable ambiguity in answers, show that the music organizations are diverse. However,
the developments in the cultural sector, and the increased focus on business have created a
completely uniform subsidy process, which in turn holds the risk of diminishing the intrinsic
motivation and creativity of the music organizations.","['Cultural entrepreneurship in the Netherlands', 'Business plan', 'Music organizations', 'Subsidy policy reviewed in practice']"
